Freq.	V(N002,N004)	V(n001)	V(n002)	V(n003)	V(n004)	I(C1)	I(R1)	I(R2)	I(R3)	I(R4)	I(R5)	I(V1)
1.00000000000000e+000	(-9.13670766619309e-009dB,-2.62799999815707e-003°)	(-6.02059991328580e+000dB,2.32799121668337e-017°)	(-6.02059992242250e+000dB,-2.62799999815891e-003°)	(-6.02059991327345e+000dB,1.80000000000000e+002°)	(-6.02059992241016e+000dB,1.79997372000002e+002°)	(-1.64036402641974e+002dB,8.99973720000018e+001°)	(-3.39794000867204e+001dB,-3.64813140334907e-021°)	(-1.64036402641974e+002dB,-9.00026279999074e+001°)	(-1.64036402641974e+002dB,8.99973720000926e+001°)	(-1.26020599913286e+002dB,-1.80000000000000e+002°)	(-1.26020599913273e+002dB,1.80000000000000e+002°)	(-3.39791829420681e+001dB,-1.79999982000450e+002°)
1.07177346253629e+000	(-1.04953216341863e-008dB,-2.81662065727646e-003°)	(-6.02059991326706e+000dB,-9.03897566866643e-018°)	(-6.02059992376238e+000dB,-2.81662065727240e-003°)	(-6.02059991329219e+000dB,-1.80000000000000e+002°)	(-6.02059992378751e+000dB,1.79997183379343e+002°)	(-1.63434342652005e+002dB,8.99971833793427e+001°)	(-3.39794000867204e+001dB,-3.95693266090591e-021°)	(-1.63434342652005e+002dB,-9.00028166205644e+001°)	(-1.63434342652005e+002dB,8.99971833795650e+001°)	(-1.26020599913267e+002dB,1.80000000000000e+002°)	(-1.26020599913292e+002dB,-1.80000000000000e+002°)	(-3.39791829420495e+001dB,-1.79999980708560e+002°)
1.14869835499703e+000	(-1.20559602782581e-008dB,-3.01877927413884e-003°)	(-6.02059991326482e+000dB,1.87634575457571e-017°)	(-6.02059992532078e+000dB,-3.01877927413368e-003°)	(-6.02059991329443e+000dB,1.80000000000000e+002°)	(-6.02059992535039e+000dB,1.79996981220726e+002°)	(-1.62832282662238e+002dB,8.99969812207259e+001°)	(-3.39794000867204e+001dB,4.13799239105614e-021°)	(-1.62832282662238e+002dB,-9.00030187792093e+001°)	(-1.62832282662238e+002dB,8.99969812207907e+001°)	(-1.26020599913265e+002dB,-1.80000000000000e+002°)	(-1.26020599913294e+002dB,1.80000000000000e+002°)	(-3.39791829420280e+001dB,-1.79999979323947e+002°)
1.23114441334492e+000	(-1.38486633634758e-008dB,-3.23544751483141e-003°)	(-6.02059991325516e+000dB,1.30579833065623e-017°)	(-6.02059992710382e+000dB,-3.23544751482228e-003°)	(-6.02059991330409e+000dB,1.80000000000000e+002°)	(-6.02059992715275e+000dB,1.79996764552485e+002°)	(-1.62230222672703e+002dB,8.99967645524852e+001°)	(-3.39794000867204e+001dB,3.31618856474031e-021°)	(-1.62230222672703e+002dB,-9.00032354476507e+001°)	(-1.62230222672703e+002dB,8.99967645522366e+001°)	(-1.26020599913255e+002dB,-1.80000000000000e+002°)	(-1.26020599913304e+002dB,1.80000000000000e+002°)	(-3.39791829420034e+001dB,-1.79999977839955e+002°)
1.31950791077289e+000	(-1.59079335624720e-008dB,-3.46766678527722e-003°)	(-6.02059991328884e+000dB,1.30276511734965e-017°)	(-6.02059992919678e+000dB,-3.46766678528088e-003°)	(-6.02059991327040e+000dB,1.80000000000000e+002°)	(-6.02059992917834e+000dB,1.79996532333215e+002°)	(-1.61628162683434e+002dB,8.99965323332147e+001°)	(-3.39794000867204e+001dB,-5.60859358374363e-022°)	(-1.61628162683434e+002dB,-9.00034676668248e+001°)	(-1.61628162683434e+002dB,8.99965323330701e+001°)	(-1.26020599913289e+002dB,-1.80000000000000e+002°)	(-1.26020599913270e+002dB,1.80000000000000e+002°)	(-3.39791829419751e+001dB,-1.79999976249451e+002°)
1.41421356237309e+000	(-1.82734163063246e-008dB,-3.71655323670389e-003°)	(-6.02059991327551e+000dB,-6.39704687424028e-018°)	(-6.02059993154892e+000dB,-3.71655323670214e-003°)	(-6.02059991328374e+000dB,-1.80000000000000e+002°)	(-6.02059993155716e+000dB,1.79996283446763e+002°)	(-1.61026102694471e+002dB,8.99962834467633e+001°)	(-3.39794000867204e+001dB,-3.49484157046114e-021°)	(-1.61026102694471e+002dB,-9.00037165531161e+001°)	(-1.61026102694471e+002dB,8.99962834468839e+001°)	(-1.26020599913276e+002dB,1.80000000000000e+002°)	(-1.26020599913284e+002dB,-1.80000000000000e+002°)	(-3.39791829419425e+001dB,-1.79999974544792e+002°)
1.51571656651040e+000	(-2.09906432810544e-008dB,-3.98330313037186e-003°)	(-6.02059991329167e+000dB,9.77907971673260e-017°)	(-6.02059993428232e+000dB,-3.98330313037729e-003°)	(-6.02059991326758e+000dB,1.80000000000000e+002°)	(-6.02059993425822e+000dB,1.79996016696870e+002°)	(-1.60424042705861e+002dB,8.99960166968696e+001°)	(-3.39794000867204e+001dB,4.90731111154621e-021°)	(-1.60424042705861e+002dB,-9.00039833030087e+001°)	(-1.60424042705861e+002dB,8.99960166969913e+001°)	(-1.26020599913292e+002dB,-1.80000000000000e+002°)	(-1.26020599913268e+002dB,1.80000000000000e+002°)	(-3.39791829419052e+001dB,-1.79999972717784e+002°)
1.62450479271247e+000	(-2.41119167159400e-008dB,-4.26919858734755e-003°)	(-6.02059991329564e+000dB,-6.18108208646612e-017°)	(-6.02059993740755e+000dB,-4.26919858735548e-003°)	(-6.02059991326361e+000dB,-1.80000000000000e+002°)	(-6.02059993737553e+000dB,1.79995730801413e+002°)	(-1.59821982717654e+002dB,8.99957308014127e+001°)	(-3.39794000867204e+001dB,2.83549164312980e-021°)	(-1.59821982717654e+002dB,-9.00042691985076e+001°)	(-1.59821982717654e+002dB,8.99957308014924e+001°)	(-1.26020599913296e+002dB,1.80000000000000e+002°)	(-1.26020599913264e+002dB,-1.80000000000000e+002°)	(-3.39791829418623e+001dB,-1.79999970759645e+002°)
1.74110112659225e+000	(-2.76973180700845e-008dB,-4.57561375095737e-003°)	(-6.02059991327210e+000dB,1.47723554703238e-016°)	(-6.02059994096942e+000dB,-4.57561375095326e-003°)	(-6.02059991328714e+000dB,1.80000000000000e+002°)	(-6.02059994098446e+000dB,1.79995424386249e+002°)	(-1.59219922729911e+002dB,8.99954243862490e+001°)	(-3.39794000867204e+001dB,-1.86983974899523e-023°)	(-1.59219922729911e+002dB,-9.00045756136391e+001°)	(-1.59219922729911e+002dB,8.99954243862812e+001°)	(-1.26020599913272e+002dB,-1.80000000000000e+002°)	(-1.26020599913287e+002dB,1.80000000000000e+002°)	(-3.39791829418130e+001dB,-1.79999968660963e+002°)
1.86606598307361e+000	(-3.18158681184064e-008dB,-4.90402139154204e-003°)	(-6.02059991326231e+000dB,-4.48976234387676e-017°)	(-6.02059994507818e+000dB,-4.90402139153232e-003°)	(-6.02059991329693e+000dB,-1.80000000000000e+002°)	(-6.02059994511280e+000dB,1.79995095978608e+002°)	(-1.58617862742702e+002dB,8.99950959786085e+001°)	(-3.39794000867204e+001dB,-2.79568812372050e-021°)	(-1.58617862742702e+002dB,-9.00049040213910e+001°)	(-1.58617862742702e+002dB,8.99950959786090e+001°)	(-1.26020599913262e+002dB,1.80000000000000e+002°)	(-1.26020599913297e+002dB,-1.80000000000000e+002°)	(-3.39791829417564e+001dB,-1.79999966411652e+002°)
2.00000000000000e+000	(-3.65468345797478e-008dB,-5.25599998525653e-003°)	(-6.02059991328506e+000dB,-1.24167620125267e-016°)	(-6.02059994983190e+000dB,-5.25599998525995e-003°)	(-6.02059991327419e+000dB,-1.80000000000000e+002°)	(-6.02059994982102e+000dB,1.79994744000015e+002°)	(-1.58015802756105e+002dB,8.99947440000147e+001°)	(-3.39794000867204e+001dB,-2.54057533420412e-021°)	(-1.58015802756105e+002dB,-9.00052560000449e+001°)	(-1.58015802756105e+002dB,8.99947439999551e+001°)	(-1.26020599913285e+002dB,1.80000000000000e+002°)	(-1.26020599913274e+002dB,-1.80000000000000e+002°)	(-3.39791829416914e+001dB,-1.79999964000900e+002°)
2.14354692507259e+000	(-4.19812885414905e-008dB,-5.63324130093942e-003°)	(-6.02059991325712e+000dB,-7.70436181153908e-017°)	(-6.02059995523841e+000dB,-5.63324130092491e-003°)	(-6.02059991330212e+000dB,-1.80000000000000e+002°)	(-6.02059995528341e+000dB,1.79994366758699e+002°)	(-1.57413742770211e+002dB,8.99943667586991e+001°)	(-3.39794000867204e+001dB,4.67533990308175e-021°)	(-1.57413742770211e+002dB,-9.00056332413502e+001°)	(-1.57413742770211e+002dB,8.99943667586498e+001°)	(-1.26020599913257e+002dB,1.80000000000000e+002°)	(-1.26020599913302e+002dB,-1.80000000000000e+002°)	(-3.39791829416167e+001dB,-1.79999961417120e+002°)
2.29739670999407e+000	(-4.82238344631418e-008dB,-6.03755853151750e-003°)	(-6.02059991326746e+000dB,1.87592110471265e-016°)	(-6.02059996149130e+000dB,-6.03755853150886e-003°)	(-6.02059991329178e+000dB,1.80000000000000e+002°)	(-6.02059996151562e+000dB,1.79993962441468e+002°)	(-1.56811682785126e+002dB,8.99939624414685e+001°)	(-3.39794000867204e+001dB,2.09014760060952e-022°)	(-1.56811682785126e+002dB,-9.00060375585126e+001°)	(-1.56811682785126e+002dB,8.99939624415478e+001°)	(-1.26020599913267e+002dB,-1.80000000000000e+002°)	(-1.26020599913292e+002dB,1.80000000000000e+002°)	(-3.39791829415309e+001dB,-1.79999958647893e+002°)
2.46228882668983e+000	(-5.53946400857994e-008dB,-6.47089500902860e-003°)	(-6.02059991328851e+000dB,1.20558096284464e-016°)	(-6.02059996868315e+000dB,-6.47089500903510e-003°)	(-6.02059991327074e+000dB,1.80000000000000e+002°)	(-6.02059996866538e+000dB,1.79993529104991e+002°)	(-1.56209622800969e+002dB,8.99935291049910e+001°)	(-3.39794000867204e+001dB,1.11375801286686e-021°)	(-1.56209622800969e+002dB,-9.00064708949485e+001°)	(-1.56209622800969e+002dB,8.99935291050515e+001°)	(-1.26020599913289e+002dB,-1.80000000000000e+002°)	(-1.26020599913271e+002dB,1.80000000000000e+002°)	(-3.39791829414323e+001dB,-1.79999955679910e+002°)
2.63901582154579e+000	(-6.36317324960424e-008dB,-6.93533354515074e-003°)	(-6.02059991329062e+000dB,-1.28668908679822e-017°)	(-6.02059997692236e+000dB,-6.93533354515954e-003°)	(-6.02059991326862e+000dB,-1.80000000000000e+002°)	(-6.02059997690036e+000dB,1.79993064666455e+002°)	(-1.55607562817878e+002dB,8.99930646664549e+001°)	(-3.39794000867204e+001dB,-7.91756797478012e-021°)	(-1.55607562817878e+002dB,-9.00069353335952e+001°)	(-1.55607562817878e+002dB,8.99930646664048e+001°)	(-1.26020599913291e+002dB,1.80000000000000e+002°)	(-1.26020599913269e+002dB,-1.80000000000000e+002°)	(-3.39791829413191e+001dB,-1.79999952498903e+002°)
2.82842712474619e+000	(-7.30936673846155e-008dB,-7.43310644213217e-003°)	(-6.02059991327585e+000dB,-2.93857705631305e-017°)	(-6.02059998636952e+000dB,-7.43310644212897e-003°)	(-6.02059991328340e+000dB,-1.80000000000000e+002°)	(-6.02059998637706e+000dB,1.79992566893558e+002°)	(-1.55005502836012e+002dB,8.99925668935579e+001°)	(-3.39794000867204e+001dB,-7.35383906035532e-021°)	(-1.55005502836012e+002dB,-9.00074331063929e+001°)	(-1.55005502836012e+002dB,8.99925668935581e+001°)	(-1.26020599913276e+002dB,1.80000000000000e+002°)	(-1.26020599913283e+002dB,-1.80000000000000e+002°)	(-3.39791829411890e+001dB,-1.79999949089585e+002°)
3.03143313302079e+000	(-8.39625753572330e-008dB,-7.96660622223892e-003°)	(-6.02059991327603e+000dB,5.02239460140716e-017°)	(-6.02059999723860e+000dB,-7.96660622223557e-003°)	(-6.02059991328322e+000dB,1.80000000000000e+002°)	(-6.02059999724580e+000dB,1.79992033393778e+002°)	(-1.54403442855553e+002dB,8.99920333937778e+001°)	(-3.39794000867204e+001dB,6.90729911237745e-022°)	(-1.54403442855553e+002dB,-9.00079666061859e+001°)	(-1.54403442855553e+002dB,8.99920333938141e+001°)	(-1.26020599913276e+002dB,-1.80000000000000e+002°)	(-1.26020599913283e+002dB,1.80000000000000e+002°)	(-3.39791829410396e+001dB,-1.79999945435569e+002°)
3.24900958542494e+000	(-9.64476720870036e-008dB,-8.53839712729013e-003°)	(-6.02059991325813e+000dB,2.65830814631245e-016°)	(-6.02060000970580e+000dB,-8.53839712726874e-003°)	(-6.02059991330112e+000dB,1.80000000000000e+002°)	(-6.02060000974879e+000dB,1.79991461602873e+002°)	(-1.53801382876710e+002dB,8.99914616028727e+001°)	(-3.39794000867204e+001dB,9.09445622075662e-021°)	(-1.53801382876710e+002dB,-9.00085383971099e+001°)	(-1.53801382876710e+002dB,8.99914616028901e+001°)	(-1.26020599913258e+002dB,-1.80000000000000e+002°)	(-1.26020599913301e+002dB,1.80000000000000e+002°)	(-3.39791829408680e+001dB,-1.79999941519291e+002°)
3.48220225318449e+000	(-1.10789282453535e-007dB,-9.15122744355238e-003°)	(-6.02059991325321e+000dB,1.18295319153499e-017°)	(-6.02060002404249e+000dB,-9.15122744352454e-003°)	(-6.02059991330604e+000dB,1.80000000000000e+002°)	(-6.02060002409533e+000dB,1.79990848772556e+002°)	(-1.53199322899724e+002dB,8.99908487725564e+001°)	(-3.39794000867204e+001dB,-1.05364544192639e-020°)	(-1.53199322899724e+002dB,-9.00091512273950e+001°)	(-1.53199322899724e+002dB,8.99908487725254e+001°)	(-1.26020599913253e+002dB,-1.80000000000000e+002°)	(-1.26020599913306e+002dB,1.80000000000000e+002°)	(-3.39791829406709e+001dB,-1.79999937321928e+002°)
3.73213196614723e+000	(-1.27263464493915e-007dB,-9.80804271123160e-003°)	(-6.02059991328095e+000dB,-1.90679921622804e-016°)	(-6.02060004054441e+000dB,-9.80804271123329e-003°)	(-6.02059991327830e+000dB,-1.80000000000000e+002°)	(-6.02060004054176e+000dB,1.79990191957289e+002°)	(-1.52597262924870e+002dB,8.99901919572888e+001°)	(-3.39794000867204e+001dB,1.55548451198594e-021°)	(-1.52597262924870e+002dB,-9.00098080427028e+001°)	(-1.52597262924870e+002dB,8.99901919572972e+001°)	(-1.26020599913281e+002dB,1.80000000000000e+002°)	(-1.26020599913278e+002dB,-1.80000000000000e+002°)	(-3.39791829404445e+001dB,-1.79999932823306e+002°)
4.00000000000000e+000	(-1.46187334420003e-007dB,-1.05119998820523e-002°)	(-6.02059991328153e+000dB,2.51004467964675e-016°)	(-6.02060005946887e+000dB,-1.05119998820543e-002°)	(-6.02059991327771e+000dB,1.80000000000000e+002°)	(-6.02060005946505e+000dB,1.79989488000118e+002°)	(-1.51995202952466e+002dB,8.99894880001179e+001°)	(-3.39794000867204e+001dB,-5.46215365884707e-021°)	(-1.51995202952466e+002dB,-9.00105119999200e+001°)	(-1.51995202952466e+002dB,8.99894880001493e+001°)	(-1.26020599913282e+002dB,-1.80000000000000e+002°)	(-1.26020599913278e+002dB,1.80000000000000e+002°)	(-3.39791829401843e+001dB,-1.79999928001802e+002°)
4.28709385014517e+000	(-1.67925150561767e-007dB,-1.12664824929708e-002°)	(-6.02059991329454e+000dB,-1.20649092683897e-016°)	(-6.02060008121969e+000dB,-1.12664824929903e-002°)	(-6.02059991326471e+000dB,-1.80000000000000e+002°)	(-6.02060008118986e+000dB,1.79988733517507e+002°)	(-1.51393142982876e+002dB,8.99887335175070e+001°)	(-3.39794000867204e+001dB,6.36374965662992e-021°)	(-1.51393142982876e+002dB,-9.00112664824976e+001°)	(-1.51393142982876e+002dB,8.99887335174701e+001°)	(-1.26020599913295e+002dB,1.80000000000000e+002°)	(-1.26020599913265e+002dB,-1.80000000000000e+002°)	(-3.39791829398856e+001dB,-1.79999922834243e+002°)
4.59479341998814e+000	(-1.92895342351975e-007dB,-1.20751169289535e-002°)	(-6.02059991327804e+000dB,-9.24766074451847e-017°)	(-6.02060010617338e+000dB,-1.20751169289514e-002°)	(-6.02059991328121e+000dB,-1.80000000000000e+002°)	(-6.02060010617655e+000dB,1.79987924883071e+002°)	(-1.50791083016518e+002dB,8.99879248830710e+001°)	(-3.39794000867204e+001dB,-8.75529320885967e-021°)	(-1.50791083016518e+002dB,-9.00120751169613e+001°)	(-1.50791083016518e+002dB,8.99879248830991e+001°)	(-1.26020599913278e+002dB,1.80000000000000e+002°)	(-1.26020599913281e+002dB,-1.80000000000000e+002°)	(-3.39791829395423e+001dB,-1.79999917295790e+002°)
4.92457765337966e+000	(-2.21578560534233e-007dB,-1.29417898529835e-002°)	(-6.02059991328747e+000dB,8.20180879467499e-017°)	(-6.02060013486604e+000dB,-1.29417898529952e-002°)	(-6.02059991327177e+000dB,1.80000000000000e+002°)	(-6.02060013485033e+000dB,1.79987058210147e+002°)	(-1.50189023053873e+002dB,8.99870582101470e+001°)	(-3.39794000867204e+001dB,4.05329420440610e-021°)	(-1.50189023053873e+002dB,-9.00129417898610e+001°)	(-1.50189023053873e+002dB,8.99870582101953e+001°)	(-1.26020599913287e+002dB,-1.80000000000000e+002°)	(-1.26020599913272e+002dB,1.80000000000000e+002°)	(-3.39791829391481e+001dB,-1.79999911359823e+002°)
5.27803164309157e+000	(-2.54526926030826e-007dB,-1.38706668870720e-002°)	(-6.02059991327666e+000dB,3.52944700942009e-017°)	(-6.02060016780359e+000dB,-1.38706668870672e-002°)	(-6.02059991328259e+000dB,1.80000000000000e+002°)	(-6.02060016780951e+000dB,1.79986129333113e+002°)	(-1.49586963095494e+002dB,8.99861293331129e+001°)	(-3.39794000867204e+001dB,1.22046847141348e-020°)	(-1.49586963095494e+002dB,-9.00138706668874e+001°)	(-1.49586963095494e+002dB,8.99861293331388e+001°)	(-1.26020599913277e+002dB,-1.80000000000000e+002°)	(-1.26020599913283e+002dB,1.80000000000000e+002°)	(-3.39791829386952e+001dB,-1.79999904997811e+002°)
5.65685424949238e+000	(-2.92374660692800e-007dB,-1.48662126340595e-002°)	(-6.02059991327543e+000dB,1.97692710799185e-016°)	(-6.02060020565009e+000dB,-1.48662126340521e-002°)	(-6.02059991328382e+000dB,1.80000000000000e+002°)	(-6.02060020565848e+000dB,1.79985133787366e+002°)	(-1.48984903142013e+002dB,8.99851337873659e+001°)	(-3.39794000867204e+001dB,9.77870648929983e-021°)	(-1.48984903142013e+002dB,-9.00148662125998e+001°)	(-1.48984903142013e+002dB,8.99851337873757e+001°)	(-1.26020599913275e+002dB,-1.80000000000000e+002°)	(-1.26020599913284e+002dB,1.80000000000000e+002°)	(-3.39791829381750e+001dB,-1.79999898179176e+002°)
6.06286626604159e+000	(-3.35850289905135e-007dB,-1.59332121364395e-002°)	(-6.02059991327794e+000dB,-1.43774310971586e-016°)	(-6.02060024912823e+000dB,-1.59332121364366e-002°)	(-6.02059991328131e+000dB,-1.80000000000000e+002°)	(-6.02060024913160e+000dB,1.79984066787864e+002°)	(-1.48382843194161e+002dB,8.99840667878636e+001°)	(-3.39794000867204e+001dB,8.00883837044889e-021°)	(-1.48382843194161e+002dB,-9.00159332121186e+001°)	(-1.48382843194161e+002dB,8.99840667878814e+001°)	(-1.26020599913278e+002dB,1.80000000000000e+002°)	(-1.26020599913281e+002dB,-1.80000000000000e+002°)	(-3.39791829375774e+001dB,-1.79999890871144e+002°)
6.49801917084988e+000	(-3.85790672594182e-007dB,-1.70767938753406e-002°)	(-6.02059991328350e+000dB,2.26374775874225e-016°)	(-6.02060029907418e+000dB,-1.70767938753480e-002°)	(-6.02059991327574e+000dB,1.80000000000000e+002°)	(-6.02060029906642e+000dB,1.79982923206125e+002°)	(-1.47780783252773e+002dB,8.99829232061247e+001°)	(-3.39794000867204e+001dB,-5.16779274786663e-021°)	(-1.47780783252773e+002dB,-9.00170767938899e+001°)	(-1.47780783252773e+002dB,8.99829232061528e+001°)	(-1.26020599913283e+002dB,-1.80000000000000e+002°)	(-1.26020599913276e+002dB,1.80000000000000e+002°)	(-3.39791829368910e+001dB,-1.79999883038589e+002°)
6.96440450636899e+000	(-4.43157110327406e-007dB,-1.83024544202060e-002°)	(-6.02059991327887e+000dB,1.04415335039797e-016°)	(-6.02060035643598e+000dB,-1.83024544202043e-002°)	(-6.02059991328038e+000dB,1.80000000000000e+002°)	(-6.02060035643749e+000dB,1.79981697545580e+002°)	(-1.47178723318812e+002dB,8.99816975455798e+001°)	(-3.39794000867204e+001dB,2.33748481889246e-021°)	(-1.47178723318812e+002dB,-9.00183024544294e+001°)	(-1.47178723318812e+002dB,8.99816975455507e+001°)	(-1.26020599913279e+002dB,-1.80000000000000e+002°)	(-1.26020599913280e+002dB,1.80000000000000e+002°)	(-3.39791829361024e+001dB,-1.79999874643866e+002°)
7.46426393229445e+000	(-5.09053841197957e-007dB,-1.96160848476434e-002°)	(-6.02059991327653e+000dB,-1.95775719986256e-016°)	(-6.02060042233037e+000dB,-1.96160848476366e-002°)	(-6.02059991328272e+000dB,-1.80000000000000e+002°)	(-6.02060042233656e+000dB,1.79980383915152e+002°)	(-1.46576663393381e+002dB,8.99803839151524e+001°)	(-3.39794000867204e+001dB,-3.03565706259650e-020°)	(-1.46576663393381e+002dB,-9.00196160848644e+001°)	(-1.46576663393381e+002dB,8.99803839151542e+001°)	(-1.26020599913277e+002dB,1.80000000000000e+002°)	(-1.26020599913283e+002dB,-1.80000000000000e+002°)	(-3.39791829351967e+001dB,-1.79999865646624e+002°)
7.99999999999999e+000	(-5.84749302297362e-007dB,-2.10239990564183e-002°)	(-6.02059991329334e+000dB,8.90090379874783e-016°)	(-6.02060049804264e+000dB,-2.10239990564506e-002°)	(-6.02059991326591e+000dB,1.80000000000000e+002°)	(-6.02060049801521e+000dB,1.79978976000944e+002°)	(-1.45974603477748e+002dB,8.99789760009436e+001°)	(-3.39794000867204e+001dB,-8.46278362436338e-021°)	(-1.45974603477748e+002dB,-9.00210239990538e+001°)	(-1.45974603477748e+002dB,8.99789760009462e+001°)	(-1.26020599913293e+002dB,-1.80000000000000e+002°)	(-1.26020599913266e+002dB,1.80000000000000e+002°)	(-3.39791829341562e+001dB,-1.79999856003619e+002°)
8.57418770029034e+000	(-6.71700554223220e-007dB,-2.25329641146777e-002°)	(-6.02059991324713e+000dB,5.53258108040595e-016°)	(-6.02060058494769e+000dB,-2.25329641145929e-002°)	(-6.02059991331212e+000dB,1.80000000000000e+002°)	(-6.02060058501267e+000dB,1.79977467035885e+002°)	(-1.45372543573371e+002dB,8.99774670358853e+001°)	(-3.39794000867204e+001dB,-1.27349046191965e-020°)	(-1.45372543573371e+002dB,-9.00225329641174e+001°)	(-1.45372543573371e+002dB,8.99774670358988e+001°)	(-1.26020599913247e+002dB,-1.80000000000000e+002°)	(-1.26020599913312e+002dB,1.80000000000000e+002°)	(-3.39791829329611e+001dB,-1.79999845668504e+002°)
9.18958683997627e+000	(-7.71581317000168e-007dB,-2.41502327852553e-002°)	(-6.02059991326671e+000dB,5.73956755680425e-016°)	(-6.02060068484802e+000dB,-2.41502327852188e-002°)	(-6.02059991329254e+000dB,1.80000000000000e+002°)	(-6.02060068487386e+000dB,1.79975849767215e+002°)	(-1.44770483681924e+002dB,8.99758497672148e+001°)	(-3.39794000867204e+001dB,-3.93369851352978e-021°)	(-1.44770483681924e+002dB,-9.00241502328081e+001°)	(-1.44770483681924e+002dB,8.99758497672070e+001°)	(-1.26020599913267e+002dB,-1.80000000000000e+002°)	(-1.26020599913293e+002dB,1.80000000000000e+002°)	(-3.39791829315882e+001dB,-1.79999834591602e+002°)
9.84915530675932e+000	(-8.86314175761914e-007dB,-2.58835783853779e-002°)	(-6.02059991329179e+000dB,-7.53134732427379e-016°)	(-6.02060079960597e+000dB,-2.58835783854149e-002°)	(-6.02059991326746e+000dB,-1.80000000000000e+002°)	(-6.02060079958163e+000dB,1.79974116421615e+002°)	(-1.44168423805329e+002dB,8.99741164216146e+001°)	(-3.39794000867204e+001dB,1.16463246465141e-020°)	(-1.44168423805329e+002dB,-9.00258835783924e+001°)	(-1.44168423805329e+002dB,8.99741164216077e+001°)	(-1.26020599913292e+002dB,1.80000000000000e+002°)	(-1.26020599913267e+002dB,-1.80000000000000e+002°)	(-3.39791829300112e+001dB,-1.79999822719673e+002°)
1.05560632861831e+001	(-1.01810761869025e-006dB,-2.77413321483080e-002°)	(-6.02059991331483e+000dB,-3.06184684531169e-016°)	(-6.02060093142245e+000dB,-2.77413321484208e-002°)	(-6.02059991324441e+000dB,-1.80000000000000e+002°)	(-6.02060093135203e+000dB,1.79972258667852e+002°)	(-1.43566363945795e+002dB,8.99722586678517e+001°)	(-3.39794000867204e+001dB,1.15996712191134e-020°)	(-1.43566363945795e+002dB,-9.00277413321655e+001°)	(-1.43566363945795e+002dB,8.99722586678739e+001°)	(-1.26020599913315e+002dB,1.80000000000000e+002°)	(-1.26020599913244e+002dB,-1.80000000000000e+002°)	(-3.39791829281996e+001dB,-1.79999809995656e+002°)
1.13137084989847e+001	(-1.16949852920609e-006dB,-2.97324232664802e-002°)	(-6.02059991328638e+000dB,1.20736449227159e-015°)	(-6.02060108278491e+000dB,-2.97324232665021e-002°)	(-6.02059991327287e+000dB,1.80000000000000e+002°)	(-6.02060108277140e+000dB,1.79970267576734e+002°)	(-1.42964304105858e+002dB,8.99702675767335e+001°)	(-3.39794000867204e+001dB,4.62757567979058e-020°)	(-1.42964304105858e+002dB,-9.00297324232698e+001°)	(-1.42964304105858e+002dB,8.99702675767424e+001°)	(-1.26020599913286e+002dB,-1.80000000000000e+002°)	(-1.26020599913273e+002dB,1.80000000000000e+002°)	(-3.39791829261187e+001dB,-1.79999796358393e+002°)
1.21257325320832e+001	(-1.34340100899121e-006dB,-3.18664218085728e-002°)	(-6.02059991328377e+000dB,-2.87718481888816e-016°)	(-6.02060125668478e+000dB,-3.18664218085883e-002°)	(-6.02059991327548e+000dB,-1.80000000000000e+002°)	(-6.02060125667649e+000dB,1.79968133578191e+002°)	(-1.42362244288432e+002dB,8.99681335781914e+001°)	(-3.39794000867204e+001dB,-2.88532935208322e-020°)	(-1.42362244288432e+002dB,-9.00318664218116e+001°)	(-1.42362244288432e+002dB,8.99681335781884e+001°)	(-1.26020599913284e+002dB,1.80000000000000e+002°)	(-1.26020599913275e+002dB,-1.80000000000000e+002°)	(-3.39791829237284e+001dB,-1.79999781742339e+002°)
1.29960383416998e+001	(-1.54316249135338e-006dB,-3.41535847167644e-002°)	(-6.02059991328253e+000dB,1.47292838413162e-016°)	(-6.02060145644503e+000dB,-3.41535847167757e-002°)	(-6.02059991327671e+000dB,1.80000000000000e+002°)	(-6.02060145643920e+000dB,1.79965846415283e+002°)	(-1.41760184496866e+002dB,8.99658464152832e+001°)	(-3.39794000867204e+001dB,-1.86243444305862e-020°)	(-1.41760184496866e+002dB,-9.00341535847129e+001°)	(-1.41760184496866e+002dB,8.99658464152871e+001°)	(-1.26020599913283e+002dB,-1.80000000000000e+002°)	(-1.26020599913277e+002dB,1.80000000000000e+002°)	(-3.39791829209827e+001dB,-1.79999766077242e+002°)
1.39288090127380e+001	(-1.77262816905922e-006dB,-3.66049051052224e-002°)	(-6.02059991328509e+000dB,-8.05184672854529e-016°)	(-6.02060168591326e+000dB,-3.66049051052462e-002°)	(-6.02059991327416e+000dB,-1.80000000000000e+002°)	(-6.02060168590233e+000dB,1.79963395094895e+002°)	(-1.41158124735003e+002dB,8.99633950948948e+001°)	(-3.39794000867204e+001dB,-4.04500026175710e-020°)	(-1.41158124735003e+002dB,-9.00366049051080e+001°)	(-1.41158124735003e+002dB,8.99633950948821e+001°)	(-1.26020599913285e+002dB,1.80000000000000e+002°)	(-1.26020599913274e+002dB,-1.80000000000000e+002°)	(-3.39791829178286e+001dB,-1.79999749287809e+002°)
