Freq.	V(N002,N004)	V(n001)	V(n002)	V(n003)	V(n004)	I(C1)	I(R1)	I(R2)	I(R3)	I(R4)	I(R5)	I(V1)
2.22860944203807e+002	(-4.53769197434680e-004dB,-5.85658163525051e-001°)	(-6.02059991327123e+000dB,1.06435212448189e-014°)	(-6.02105368246867e+000dB,-5.85658163524475e-001°)	(-6.02059991328802e+000dB,1.80000000000000e+002°)	(-6.02105368248545e+000dB,1.79414341836474e+002°)	(-1.17076177078454e+002dB,8.94143418364749e+001°)	(-3.39794000867204e+001dB,5.57424036950367e-019°)	(-1.17076177078454e+002dB,-9.05856581635253e+001°)	(-1.17076177078454e+002dB,8.94143418364753e+001°)	(-1.26020599913271e+002dB,-1.80000000000000e+002°)	(-1.26020599913288e+002dB,1.80000000000000e+002°)	(-3.39791767053764e+001dB,-1.79995989025272e+002°)
2.38856445833422e+002	(-5.21239881638417e-004dB,-6.27689627194418e-001°)	(-6.02059991327968e+000dB,1.89730647184766e-014°)	(-6.02112115316132e+000dB,-6.27689627194403e-001°)	(-6.02059991327957e+000dB,1.80000000000000e+002°)	(-6.02112115316121e+000dB,1.79372310372806e+002°)	(-1.16474184557810e+002dB,8.93723103728056e+001°)	(-3.39794000867204e+001dB,8.63233550908811e-019°)	(-1.16474184557810e+002dB,-9.06276896271950e+001°)	(-1.16474184557810e+002dB,8.93723103728061e+001°)	(-1.26020599913280e+002dB,-1.80000000000000e+002°)	(-1.26020599913280e+002dB,1.80000000000000e+002°)	(-3.39791757780839e+001dB,-1.79995701210971e+002°)
2.56000000000000e+002	(-5.98742052020809e-004dB,-6.72737083271360e-001°)	(-6.02059991328869e+000dB,-3.09669239982660e-015°)	(-6.02119865534071e+000dB,-6.72737083272065e-001°)	(-6.02059991327056e+000dB,-1.80000000000000e+002°)	(-6.02119865532258e+000dB,1.79327262916729e+002°)	(-1.15872202068653e+002dB,8.93272629167286e+001°)	(-3.39794000867204e+001dB,4.31095441916468e-019°)	(-1.15872202068653e+002dB,-9.06727370832710e+001°)	(-1.15872202068653e+002dB,8.93272629167290e+001°)	(-1.26020599913289e+002dB,1.80000000000000e+002°)	(-1.26020599913271e+002dB,-1.80000000000000e+002°)	(-3.39791747129405e+001dB,-1.79995392754782e+002°)
2.74374006409291e+002	(-6.87766960835297e-004dB,-7.21016826354027e-001°)	(-6.02059991327207e+000dB,-1.58010515656848e-014°)	(-6.02128768023290e+000dB,-7.21016826353416e-001°)	(-6.02059991328718e+000dB,-1.80000000000000e+002°)	(-6.02128768024802e+000dB,1.79278983173645e+002°)	(-1.15270231102234e+002dB,8.92789831736460e+001°)	(-3.39794000867204e+001dB,2.74102956060234e-019°)	(-1.15270231102234e+002dB,-9.07210168263540e+001°)	(-1.15270231102234e+002dB,8.92789831736455e+001°)	(-1.26020599913272e+002dB,1.80000000000000e+002°)	(-1.26020599913287e+002dB,-1.80000000000000e+002°)	(-3.39791734894592e+001dB,-1.79995062178754e+002°)
2.94066778879241e+002	(-7.90027475078542e-004dB,-7.72760635135279e-001°)	(-6.02059991329443e+000dB,-8.93210949729912e-015°)	(-6.02138994076951e+000dB,-7.72760635136605e-001°)	(-6.02059991326482e+000dB,-1.80000000000000e+002°)	(-6.02138994073990e+000dB,1.79227239364866e+002°)	(-1.14668273371420e+002dB,8.92272393648647e+001°)	(-3.39794000867204e+001dB,-3.86071181821850e-019°)	(-1.14668273371420e+002dB,-9.07727606351347e+001°)	(-1.14668273371420e+002dB,8.92272393648653e+001°)	(-1.26020599913294e+002dB,1.80000000000000e+002°)	(-1.26020599913265e+002dB,-1.80000000000000e+002°)	(-3.39791720841105e+001dB,-1.79994707899693e+002°)
3.15172969816298e+002	(-9.07490988101211e-004dB,-8.28216874482525e-001°)	(-6.02059991326455e+000dB,2.24626674377971e-014°)	(-6.02150740425266e+000dB,-8.28216874481065e-001°)	(-6.02059991329469e+000dB,1.80000000000000e+002°)	(-6.02150740428279e+000dB,1.79171783125516e+002°)	(-1.14066330843605e+002dB,8.91717831255175e+001°)	(-3.39794000867204e+001dB,7.03800276215870e-019°)	(-1.14066330843605e+002dB,-9.08282168744826e+001°)	(-1.14066330843605e+002dB,8.91717831255183e+001°)	(-1.26020599913265e+002dB,-1.80000000000000e+002°)	(-1.26020599913295e+002dB,1.80000000000000e+002°)	(-3.39791704698710e+001dB,-1.79994328221789e+002°)
3.37794025157861e+002	(-1.04241721161418e-003dB,-8.87651674477936e-001°)	(-6.02059991327634e+000dB,3.54861691754950e-015°)	(-6.02164233048795e+000dB,-8.87651674477597e-001°)	(-6.02059991328291e+000dB,1.80000000000000e+002°)	(-6.02164233049453e+000dB,1.79112348325522e+002°)	(-1.13464405778500e+002dB,8.91123483255221e+001°)	(-3.39794000867204e+001dB,4.19436528249862e-019°)	(-1.13464405778500e+002dB,-9.08876516744782e+001°)	(-1.13464405778500e+002dB,8.91123483255214e+001°)	(-1.26020599913276e+002dB,-1.80000000000000e+002°)	(-1.26020599913283e+002dB,1.80000000000000e+002°)	(-3.39791686157053e+001dB,-1.79993921328779e+002°)
3.62038671967512e+002	(-1.19740156957582e-003dB,-9.51350191449135e-001°)	(-6.02059991327200e+000dB,4.03338749558385e-014°)	(-6.02179731484158e+000dB,-9.51350191448260e-001°)	(-6.02059991328725e+000dB,1.80000000000000e+002°)	(-6.02179731485682e+000dB,1.79048649808550e+002°)	(-1.12862500771530e+002dB,8.90486498085509e+001°)	(-3.39794000867204e+001dB,8.65342582039559e-019°)	(-1.12862500771530e+002dB,-9.09513501914496e+001°)	(-1.12862500771530e+002dB,8.90486498085512e+001°)	(-1.26020599913272e+002dB,-1.80000000000000e+002°)	(-1.26020599913287e+002dB,1.80000000000000e+002°)	(-3.39791664859714e+001dB,-1.79993485275585e+002°)
3.88023441026661e+002	(-1.37542502125453e-003dB,-1.01961795626780e+000°)	(-6.02059991327066e+000dB,1.25164455347797e-014°)	(-6.02197533829192e+000dB,-1.01961795626673e+000°)	(-6.02059991328859e+000dB,1.80000000000000e+002°)	(-6.02197533830984e+000dB,1.78980382043731e+002°)	(-1.12260618803654e+002dB,8.89803820437322e+001°)	(-3.39794000867204e+001dB,-6.43657343521059e-019°)	(-1.12260618803654e+002dB,-9.10196179562678e+001°)	(-1.12260618803654e+002dB,8.89803820437326e+001°)	(-1.26020599913271e+002dB,-1.80000000000000e+002°)	(-1.26020599913289e+002dB,1.80000000000000e+002°)	(-3.39791640397384e+001dB,-1.79993017979429e+002°)
4.15873226934392e+002	(-1.57991126196630e-003dB,-1.09278231543258e+000°)	(-6.02059991329580e+000dB,-8.88318983301035e-016°)	(-6.02217982455777e+000dB,-1.09278231543462e+000°)	(-6.02059991326345e+000dB,-1.80000000000000e+002°)	(-6.02217982452541e+000dB,1.78907217684569e+002°)	(-1.11658763298567e+002dB,8.89072176845674e+001°)	(-3.39794000867204e+001dB,-4.50313691883171e-019°)	(-1.11658763298567e+002dB,-9.10927823154323e+001°)	(-1.11658763298567e+002dB,8.89072176845677e+001°)	(-1.26020599913296e+002dB,1.80000000000000e+002°)	(-1.26020599913263e+002dB,-1.80000000000000e+002°)	(-3.39791612300037e+001dB,-1.79992517210388e+002°)
4.45721888407615e+002	(-1.81479238875205e-003dB,-1.17119397067689e+000°)	(-6.02059991328898e+000dB,-9.49817989836514e-015°)	(-6.02241470567773e+000dB,-1.17119397067816e+000°)	(-6.02059991327027e+000dB,-1.80000000000000e+002°)	(-6.02241470565902e+000dB,1.78828806029324e+002°)	(-1.11056938188366e+002dB,8.88288060293231e+001°)	(-3.39794000867204e+001dB,7.54890962933762e-019°)	(-1.11056938188366e+002dB,-9.11711939706768e+001°)	(-1.11056938188366e+002dB,8.88288060293232e+001°)	(-1.26020599913289e+002dB,1.80000000000000e+002°)	(-1.26020599913270e+002dB,-1.80000000000000e+002°)	(-3.39791580027949e+001dB,-1.79991980581374e+002°)
4.77712891666845e+002	(-2.08458427662361e-003dB,-1.25522862304259e+000°)	(-6.02059991328035e+000dB,-3.20369445917561e-014°)	(-6.02268449755698e+000dB,-1.25522862304273e+000°)	(-6.02059991327890e+000dB,-1.80000000000000e+002°)	(-6.02268449755552e+000dB,1.78744771376958e+002°)	(-1.10455147988926e+002dB,8.87447713769574e+001°)	(-3.39794000867204e+001dB,-1.55935600592960e-018°)	(-1.10455147988926e+002dB,-9.12552286230425e+001°)	(-1.10455147988926e+002dB,8.87447713769572e+001°)	(-1.26020599913280e+002dB,1.80000000000000e+002°)	(-1.26020599913279e+002dB,-1.80000000000000e+002°)	(-3.39791542961392e+001dB,-1.79991405537516e+002°)
5.11999999999999e+002	(-2.39447309228683e-003dB,-1.34528872752780e+000°)	(-6.02059991327856e+000dB,3.40263442728795e-015°)	(-6.02299438637085e+000dB,-1.34528872752763e+000°)	(-6.02059991328068e+000dB,1.80000000000000e+002°)	(-6.02299438637297e+000dB,1.78654711272472e+002°)	(-1.09853397886413e+002dB,8.86547112724722e+001°)	(-3.39794000867204e+001dB,5.70149314671846e-020°)	(-1.09853397886413e+002dB,-9.13452887275280e+001°)	(-1.09853397886413e+002dB,8.86547112724723e+001°)	(-1.26020599913279e+002dB,-1.80000000000000e+002°)	(-1.26020599913281e+002dB,1.80000000000000e+002°)	(-3.39791500388820e+001dB,-1.79990789344940e+002°)
5.48748012818581e+002	(-2.75041457875273e-003dB,-1.44180536453596e+000°)	(-6.02059991327134e+000dB,-7.82714628640666e-016°)	(-6.02335032785009e+000dB,-1.44180536453458e+000°)	(-6.02059991328791e+000dB,-1.80000000000000e+002°)	(-6.02335032786666e+000dB,1.78558194635463e+002°)	(-1.09251693836572e+002dB,8.85581946354640e+001°)	(-3.39794000867204e+001dB,-1.03138731387271e-018°)	(-1.09251693836572e+002dB,-9.14418053645359e+001°)	(-1.09251693836572e+002dB,8.85581946354639e+001°)	(-1.26020599913271e+002dB,1.80000000000000e+002°)	(-1.26020599913288e+002dB,-1.80000000000000e+002°)	(-3.39791451493325e+001dB,-1.79990129078924e+002°)
5.88133557758481e+002	(-3.15924798016464e-003dB,-1.54524023440891e+000°)	(-6.02059991326560e+000dB,1.58282291569452e-014°)	(-6.02375916124577e+000dB,-1.54524023440640e+000°)	(-6.02059991329365e+000dB,1.80000000000000e+002°)	(-6.02375916127381e+000dB,1.78454759765589e+002°)	(-1.08650042678645e+002dB,8.84547597655911e+001°)	(-3.39794000867204e+001dB,-3.11852243602722e-020°)	(-1.08650042678645e+002dB,-9.15452402344091e+001°)	(-1.08650042678645e+002dB,8.84547597655911e+001°)	(-1.26020599913266e+002dB,-1.80000000000000e+002°)	(-1.26020599913294e+002dB,1.80000000000000e+002°)	(-3.39791395337108e+001dB,-1.79989421611441e+002°)
6.30345939632596e+002	(-3.62882674443436e-003dB,-1.65608778129633e+000°)	(-6.02059991328788e+000dB,-8.60364889420148e-015°)	(-6.02422874003232e+000dB,-1.65608778129792e+000°)	(-6.02059991327136e+000dB,-1.80000000000000e+002°)	(-6.02422874001580e+000dB,1.78343912218705e+002°)	(-1.08048452266082e+002dB,8.83439122187037e+001°)	(-3.39794000867204e+001dB,-7.22046950043688e-019°)	(-1.08048452266082e+002dB,-9.16560877812965e+001°)	(-1.08048452266082e+002dB,8.83439122187035e+001°)	(-1.26020599913288e+002dB,1.80000000000000e+002°)	(-1.26020599913271e+002dB,-1.80000000000000e+002°)	(-3.39791330843690e+001dB,-1.79988663598084e+002°)
6.75588050315721e+002	(-4.16816844685323e-003dB,-1.77487745247252e+000°)	(-6.02059991326696e+000dB,2.64010886644536e-016°)	(-6.02476808171382e+000dB,-1.77487745246993e+000°)	(-6.02059991329228e+000dB,1.80000000000000e+002°)	(-6.02476808173913e+000dB,1.78225122547525e+002°)	(-1.07446931616456e+002dB,8.82251225475275e+001°)	(-3.39794000867204e+001dB,-4.36024413547879e-019°)	(-1.07446931616456e+002dB,-9.17748774524725e+001°)	(-1.07446931616456e+002dB,8.82251225475275e+001°)	(-1.26020599913267e+002dB,-1.80000000000000e+002°)	(-1.26020599913292e+002dB,1.80000000000000e+002°)	(-3.39791256777533e+001dB,-1.79987851464410e+002°)
7.24077343935024e+002	(-4.78762672453476e-003dB,-1.90217609892573e+000°)	(-6.02059991327796e+000dB,-3.16191861887621e-014°)	(-6.02538754000250e+000dB,-1.90217609892540e+000°)	(-6.02059991328128e+000dB,-1.80000000000000e+002°)	(-6.02538754000582e+000dB,1.78097823901074e+002°)	(-1.06845491083406e+002dB,8.80978239010743e+001°)	(-3.39794000867204e+001dB,1.47684312506146e-018°)	(-1.06845491083406e+002dB,-9.19021760989258e+001°)	(-1.06845491083406e+002dB,8.80978239010744e+001°)	(-1.26020599913278e+002dB,1.80000000000000e+002°)	(-1.26020599913281e+002dB,-1.80000000000000e+002°)	(-3.39791171720715e+001dB,-1.79986981391731e+002°)
7.76046882053323e+002	(-5.49908840483099e-003dB,-2.03859052257603e+000°)	(-6.02059991329149e+000dB,3.28926504655709e-015°)	(-6.02609900169632e+000dB,-2.03859052257882e+000°)	(-6.02059991326776e+000dB,1.80000000000000e+002°)	(-6.02609900167259e+000dB,1.77961409477427e+002°)	(-1.06244142553758e+002dB,8.79614094774240e+001°)	(-3.39794000867204e+001dB,4.44105083385913e-018°)	(-1.06244142553758e+002dB,-9.20385905225763e+001°)	(-1.06244142553758e+002dB,8.79614094774235e+001°)	(-1.26020599913291e+002dB,-1.80000000000000e+002°)	(-1.26020599913268e+002dB,1.80000000000000e+002°)	(-3.39791074046230e+001dB,-1.79986049302403e+002°)
8.31746453868784e+002	(-6.31619945566726e-003dB,-2.18477017477383e+000°)	(-6.02059991327773e+000dB,3.06035207777863e-014°)	(-6.02691611273339e+000dB,-2.18477017477332e+000°)	(-6.02059991328152e+000dB,1.80000000000000e+002°)	(-6.02691611273719e+000dB,1.77815229825226e+002°)	(-1.05642899673481e+002dB,8.78152298252262e+001°)	(-3.39794000867204e+001dB,-8.69631735238047e-019°)	(-1.05642899673481e+002dB,-9.21847701747738e+001°)	(-1.05642899673481e+002dB,8.78152298252262e+001°)	(-1.26020599913278e+002dB,-1.80000000000000e+002°)	(-1.26020599913282e+002dB,1.80000000000000e+002°)	(-3.39790961887465e+001dB,-1.79985050844716e+002°)
8.91443776815230e+002	(-7.25462388776562e-003dB,-2.34141000973380e+000°)	(-6.02059991329446e+000dB,-2.37858278815324e-014°)	(-6.02785453718223e+000dB,-2.34141000973783e+000°)	(-6.02059991326478e+000dB,-1.80000000000000e+002°)	(-6.02785453715255e+000dB,1.77658589990270e+002°)	(-1.05041778106585e+002dB,8.76585899902662e+001°)	(-3.39794000867204e+001dB,-1.46357281682305e-018°)	(-1.05041778106585e+002dB,-9.23414100097337e+001°)	(-1.05041778106585e+002dB,8.76585899902661e+001°)	(-1.26020599913294e+002dB,1.80000000000000e+002°)	(-1.26020599913265e+002dB,-1.80000000000000e+002°)	(-3.39790833103301e+001dB,-1.79983981377490e+002°)
9.55425783333690e+002	(-8.33234030342403e-003dB,-2.50925349519215e+000°)	(-6.02059991329764e+000dB,6.47230453637444e-014°)	(-6.02893225360107e+000dB,-2.50925349519729e+000°)	(-6.02059991326161e+000dB,1.80000000000000e+002°)	(-6.02893225356503e+000dB,1.77490746504813e+002°)	(-1.04440795831673e+002dB,8.74907465048079e+001°)	(-3.39794000867204e+001dB,9.54988253585843e-019°)	(-1.04440795831673e+002dB,-9.25092534951921e+001°)	(-1.04440795831673e+002dB,8.74907465048081e+001°)	(-1.26020599913298e+002dB,-1.80000000000000e+002°)	(-1.26020599913262e+002dB,1.80000000000000e+002°)	(-3.39790685238276e+001dB,-1.79982835954525e+002°)
1.02400000000000e+003	(-9.56998141997262e-003dB,-2.68909578074843e+000°)	(-6.02059991327778e+000dB,3.00444389001856e-014°)	(-6.03016989469776e+000dB,-2.68909578074783e+000°)	(-6.02059991328147e+000dB,1.80000000000000e+002°)	(-6.03016989470144e+000dB,1.77310904219251e+002°)	(-1.03839973481461e+002dB,8.73109042192516e+001°)	(-3.39794000867204e+001dB,-8.99347746900494e-019°)	(-1.03839973481461e+002dB,-9.26890957807485e+001°)	(-1.03839973481461e+002dB,8.73109042192517e+001°)	(-1.26020599913278e+002dB,-1.80000000000000e+002°)	(-1.26020599913281e+002dB,1.80000000000000e+002°)	(-3.39790515477114e+001dB,-1.79981609309141e+002°)
1.09749602563716e+003	(-1.09912226030621e-002dB,-2.88178702195625e+000°)	(-6.02059991327938e+000dB,6.04740230938407e-015°)	(-6.03159113588244e+000dB,-2.88178702195616e+000°)	(-6.02059991327987e+000dB,1.80000000000000e+002°)	(-6.03159113588293e+000dB,1.77118212978044e+002°)	(-1.03239334731317e+002dB,8.71182129780438e+001°)	(-3.39794000867204e+001dB,1.37252902351593e-019°)	(-1.03239334731317e+002dB,-9.28817870219562e+001°)	(-1.03239334731317e+002dB,8.71182129780437e+001°)	(-1.26020599913279e+002dB,-1.80000000000000e+002°)	(-1.26020599913280e+002dB,1.80000000000000e+002°)	(-3.39790320592916e+001dB,-1.79980295839053e+002°)
1.17626711551696e+003	(-1.26232262306423e-002dB,-3.08823585512541e+000°)	(-6.02059991327507e+000dB,7.60320293432662e-014°)	(-6.03322313950572e+000dB,-3.08823585512372e+000°)	(-6.02059991328418e+000dB,1.80000000000000e+002°)	(-6.03322313951482e+000dB,1.76911764144873e+002°)	(-1.02638906743616e+002dB,8.69117641448746e+001°)	(-3.39794000867204e+001dB,7.11857249074906e-020°)	(-1.02638906743616e+002dB,-9.30882358551255e+001°)	(-1.02638906743616e+002dB,8.69117641448746e+001°)	(-1.26020599913275e+002dB,-1.80000000000000e+002°)	(-1.26020599913284e+002dB,1.80000000000000e+002°)	(-3.39790096888165e+001dB,-1.79978889591942e+002°)
1.26069187926519e+003	(-1.44971495762102e-002dB,-3.30941301383056e+000°)	(-6.02059991328310e+000dB,9.38915893222648e-014°)	(-6.03509706285931e+000dB,-3.30941301383180e+000°)	(-6.02059991327614e+000dB,1.80000000000000e+002°)	(-6.03509706285235e+000dB,1.76690586986171e+002°)	(-1.02038720675634e+002dB,8.66905869861694e+001°)	(-3.39794000867204e+001dB,5.67950235020909e-018°)	(-1.02038720675634e+002dB,-9.33094130138306e+001°)	(-1.02038720675634e+002dB,8.66905869861695e+001°)	(-1.26020599913283e+002dB,-1.80000000000000e+002°)	(-1.26020599913276e+002dB,1.80000000000000e+002°)	(-3.39789840127666e+001dB,-1.79977384252169e+002°)
1.35117610063144e+003	(-1.66487248509642e-002dB,-3.54635507309263e+000°)	(-6.02059991329107e+000dB,1.42565878788445e-014°)	(-6.03724863814204e+000dB,-3.54635507309730e+000°)	(-6.02059991326817e+000dB,1.80000000000000e+002°)	(-6.03724863811914e+000dB,1.76453644926912e+002°)	(-1.01438812259581e+002dB,8.64536449269074e+001°)	(-3.39794000867204e+001dB,-1.95120925062676e-018°)	(-1.01438812259581e+002dB,-9.35463550730927e+001°)	(-1.01438812259581e+002dB,8.64536449269073e+001°)	(-1.26020599913291e+002dB,-1.80000000000000e+002°)	(-1.26020599913268e+002dB,1.80000000000000e+002°)	(-3.39789545462428e+001dB,-1.79975773129190e+002°)
1.44815468787005e+003	(-1.91189210777777e-002dB,-3.80016830087893e+000°)	(-6.02059991328026e+000dB,2.03356714946089e-013°)	(-6.03971883435804e+000dB,-3.80016830087901e+000°)	(-6.02059991327899e+000dB,1.80000000000000e+002°)	(-6.03971883435676e+000dB,1.76199831699121e+002°)	(-1.00839222464479e+002dB,8.61998316991211e+001°)	(-3.39794000867204e+001dB,4.72233397455551e-019°)	(-1.00839222464479e+002dB,-9.38001683008789e+001°)	(-1.00839222464479e+002dB,8.61998316991212e+001°)	(-1.26020599913280e+002dB,-1.80000000000000e+002°)	(-1.26020599913279e+002dB,1.80000000000000e+002°)	(-3.39789207343439e+001dB,-1.79974049148369e+002°)
1.55209376410665e+003	(-2.19546985793185e-002dB,-4.07203258867856e+000°)	(-6.02059991328634e+000dB,2.84759036325001e-014°)	(-6.04255461186566e+000dB,-4.07203258868168e+000°)	(-6.02059991327290e+000dB,1.80000000000000e+002°)	(-6.04255461185222e+000dB,1.75927967411325e+002°)	(-1.00239998250653e+002dB,8.59279674113214e+001°)	(-3.39794000867204e+001dB,-3.03605694911708e-019°)	(-1.00239998250653e+002dB,-9.40720325886785e+001°)	(-1.00239998250653e+002dB,8.59279674113215e+001°)	(-1.26020599913286e+002dB,-1.80000000000000e+002°)	(-1.26020599913273e+002dB,1.80000000000000e+002°)	(-3.39788819424188e+001dB,-1.79972204845072e+002°)
1.66349290773757e+003	(-2.52098680363940e-002dB,-4.36320542312857e+000°)	(-6.02059991325600e+000dB,-1.12139400604733e-013°)	(-6.04580978129239e+000dB,-4.36320542311679e+000°)	(-6.02059991330325e+000dB,-1.80000000000000e+002°)	(-6.04580978133964e+000dB,1.75636794576860e+002°)	(-9.96411934287821e+001dB,8.56367945768714e+001°)	(-3.39794000867204e+001dB,1.38475666467847e-018°)	(-9.96411934287821e+001dB,-9.43632054231286e+001°)	(-9.96411934287821e+001dB,8.56367945768715e+001°)	(-1.26020599913256e+002dB,1.80000000000000e+002°)	(-1.26020599913303e+002dB,-1.80000000000000e+002°)	(-3.39788374450764e+001dB,-1.79970232363117e+002°)
1.78288755363046e+003	(-2.89460672904221e-002dB,-4.67502584861364e+000°)	(-6.02059991327291e+000dB,9.54973967150407e-014°)	(-6.04954598056333e+000dB,-4.67502584860992e+000°)	(-6.02059991328634e+000dB,1.80000000000000e+002°)	(-6.04954598057676e+000dB,1.75324974151383e+002°)	(-9.90428696367082e+001dB,8.53249741513864e+001°)	(-3.39794000867204e+001dB,-1.33499300878442e-018°)	(-9.90428696367082e+001dB,-9.46750258486136e+001°)	(-9.90428696367082e+001dB,8.53249741513863e+001°)	(-1.26020599913273e+002dB,-1.80000000000000e+002°)	(-1.26020599913286e+002dB,1.80000000000000e+002°)	(-3.39787864138319e+001dB,-1.79968123458900e+002°)
1.91085156666738e+003	(-3.32338702940680e-002dB,-5.00891835600078e+000°)	(-6.02059991327530e+000dB,-1.30862431483744e-013°)	(-6.05383378356936e+000dB,-5.00891835599840e+000°)	(-6.02059991328395e+000dB,-1.80000000000000e+002°)	(-6.05383378357802e+000dB,1.74991081643997e+002°)	(-9.84450974483839e+001dB,8.49910816439992e+001°)	(-3.39794000867204e+001dB,5.62168172145600e-018°)	(-9.84450974483839e+001dB,-9.50089183560008e+001°)	(-9.84450974483839e+001dB,8.49910816439992e+001°)	(-1.26020599913275e+002dB,1.80000000000000e+002°)	(-1.26020599913284e+002dB,-1.80000000000000e+002°)	(-3.39787279032684e+001dB,-1.79965869512831e+002°)
2.04800000000000e+003	(-3.81540438091430e-002dB,-5.36639661470280e+000°)	(-6.02059991329824e+000dB,-6.93075167600870e-014°)	(-6.05875395710739e+000dB,-5.36639661471440e+000°)	(-6.02059991326100e+000dB,-1.80000000000000e+002°)	(-6.05875395707015e+000dB,1.74633603385309e+002°)	(-9.78479576305710e+001dB,8.46336033852972e+001°)	(-3.39794000867204e+001dB,3.33141609533777e-018°)	(-9.78479576305710e+001dB,-9.53663966147028e+001°)	(-9.78479576305710e+001dB,8.46336033852973e+001°)	(-1.26020599913298e+002dB,1.80000000000000e+002°)	(-1.26020599913261e+002dB,-1.80000000000000e+002°)	(-3.39786608356007e+001dB,-1.79963461550022e+002°)
2.19499205127433e+003	(-4.37989685441968e-002dB,-5.74906694353327e+000°)	(-6.02059991328554e+000dB,-8.68999598418426e-014°)	(-6.06439888182973e+000dB,-5.74906694353728e+000°)	(-6.02059991327371e+000dB,-1.80000000000000e+002°)	(-6.06439888181791e+000dB,1.74250933056471e+002°)	(-9.72515425639781e+001dB,8.42509330564667e+001°)	(-3.39794000867204e+001dB,-7.71857999895734e-018°)	(-9.72515425639781e+001dB,-9.57490669435332e+001°)	(-9.72515425639781e+001dB,8.42509330564666e+001°)	(-1.26020599913286e+002dB,1.80000000000000e+002°)	(-1.26020599913274e+002dB,-1.80000000000000e+002°)	(-3.39785839835436e+001dB,-1.79960890272617e+002°)
2.35253423103392e+003	(-5.02742423217720e-002dB,-6.15863138971271e+000°)	(-6.02059991328797e+000dB,1.48467298607522e-015°)	(-6.07087415560974e+000dB,-6.15863138971865e+000°)	(-6.02059991327128e+000dB,1.80000000000000e+002°)	(-6.07087415559305e+000dB,1.73841368610293e+002°)	(-9.66559578464277e+001dB,8.38413686102873e+001°)	(-3.39794000867204e+001dB,-2.06372250690531e-018°)	(-9.66559578464277e+001dB,-9.61586313897128e+001°)	(-9.66559578464277e+001dB,8.38413686102873e+001°)	(-1.26020599913288e+002dB,-1.80000000000000e+002°)	(-1.26020599913271e+002dB,1.80000000000000e+002°)	(-3.39784959514091e+001dB,-1.79958146106569e+002°)
2.52138375853039e+003	(-5.77004834408245e-002dB,-6.59689025426781e+000°)	(-6.02059991328982e+000dB,2.11662186839128e-013°)	(-6.07830039673065e+000dB,-6.59689025427538e+000°)	(-6.02059991326943e+000dB,1.80000000000000e+002°)	(-6.07830039671025e+000dB,1.73403109745740e+002°)	(-9.60613240962188e+001dB,8.34031097457322e+001°)	(-3.39794000867204e+001dB,3.92801123857046e-019°)	(-9.60613240962188e+001dB,-9.65968902542679e+001°)	(-9.60613240962188e+001dB,8.34031097457321e+001°)	(-1.26020599913290e+002dB,-1.80000000000000e+002°)	(-1.26020599913269e+002dB,1.80000000000000e+002°)	(-3.39783951544017e+001dB,-1.79955219266253e+002°)
2.70235220126288e+003	(-6.62153524839466e-002dB,-7.06574386528399e+000°)	(-6.02059991326817e+000dB,1.92137805268627e-013°)	(-6.08681526575212e+000dB,-7.06574386527443e+000°)	(-6.02059991329108e+000dB,1.80000000000000e+002°)	(-6.08681526577503e+000dB,1.72934256134706e+002°)	(-9.54677789739339e+001dB,8.29342561347160e+001°)	(-3.39794000867204e+001dB,3.22335787111069e-018°)	(-9.54677789739339e+001dB,-9.70657438652840e+001°)	(-9.54677789739339e+001dB,8.29342561347160e+001°)	(-1.26020599913268e+002dB,-1.80000000000000e+002°)	(-1.26020599913291e+002dB,1.80000000000000e+002°)	(-3.39782797961360e+001dB,-1.79952099840838e+002°)
2.89630937574010e+003	(-7.59758101908304e-002dB,-7.56719335742092e+000°)	(-6.02059991328412e+000dB,-5.16094693234621e-014°)	(-6.09657572347495e+000dB,-7.56719335742491e+000°)	(-6.02059991327512e+000dB,-1.80000000000000e+002°)	(-6.09657572346596e+000dB,1.72432806642583e+002°)	(-9.48754794403129e+001dB,8.24328066425791e+001°)	(-3.39794000867204e+001dB,2.47927273059963e-018°)	(-9.48754794403129e+001dB,-9.75671933574210e+001°)	(-9.48754794403129e+001dB,8.24328066425791e+001°)	(-1.26020599913284e+002dB,1.80000000000000e+002°)	(-1.26020599913275e+002dB,-1.80000000000000e+002°)	(-3.39781478444877e+001dB,-1.79948777907043e+002°)
3.10418752821329e+003	(-8.71606273947187e-002dB,-8.10334016629343e+000°)	(-6.02059991328730e+000dB,7.98865882883925e-015°)	(-6.10776054068202e+000dB,-8.10334016630063e+000°)	(-6.02059991327194e+000dB,1.80000000000000e+002°)	(-6.10776054066666e+000dB,1.71896659833714e+002°)	(-9.42846042661888e+001dB,8.18966598337066e+001°)	(-3.39794000867204e+001dB,7.62094844548901e-018°)	(-9.42846042661888e+001dB,-9.81033401662935e+001°)	(-9.42846042661888e+001dB,8.18966598337067e+001°)	(-1.26020599913287e+002dB,-1.80000000000000e+002°)	(-1.26020599913272e+002dB,1.80000000000000e+002°)	(-3.39779970060062e+001dB,-1.79945243673537e+002°)
