0;264599596
1;364598854
2;464598112
3;564597372
4;664596635
5;764595897
6;864595160
7;964594423
8;1064593686
9;1164592952
10;1264592217
11;1364591482
12;1464590748
13;1564590011
14;1664589273
15;1764588533
16;1864587794
17;1964587056
18;2064586321
19;2164585584
20;2264584848
21;2364584112
22;2464583379
23;2564582644
24;2664581910
25;2764581176
26;2864580437
27;2964579699
28;3064578961
29;3164578223
30;3264577485
31;3364576750
32;3464576013
33;3564575278
34;3664574543
35;3764573811
36;3864573078
37;3964572346
38;4064571611
39;4164570875
40;4264570137
41;69602103
42;169601368
43;269600634
44;369599899
45;469599163
46;569598428
47;669597696
48;769596961
49;869596227
50;969595494
51;1069594756
52;1169594018
53;1269593280
54;1369592542
55;1469591807
56;1569591071
57;1669590335
58;1769589599
59;1869588867
60;1969588133
61;2069587400
62;2169586667
63;2269585928
64;2369585189
65;2469584450
66;2569583714
67;2669582977
68;2769582240
69;2869581504
70;2969580770
71;3069580036
72;3169579302
73;3269578569
74;3369577840
75;3469577104
76;3569576367
77;3669575630
78;3769574894
79;3869574161
80;3969573428
81;4069572697
82;4169571967
83;4269571238
84;74603214
85;174602485
86;274601757
87;374601029
88;474600294
89;574599562
90;674598830
91;774598098
92;874597367
93;974596638
94;1074595908
95;1174595178
96;1274594449
97;1374593721
98;1474592995
99;1574592268
100;1674591537
101;1774590803
102;1874590072
103;1974589339
104;2074588606
105;2174587875
106;2274587147
107;2374586416
108;2474585687
109;2574584961
110;2674584233
111;2774583506
112;2874582779
113;2974582052
114;3074581318
115;3174580586
116;3274579854
117;3374579125
118;3474578395
119;3574577664
120;3674576934
121;3774576204
122;3874575477
123;3974574747
124;4074574018
125;4174573289
126;4274572555
127;79604523
128;179603790
129;279603055
130;379602321
131;479601587
132;579600855
133;679600122
134;779599392
135;879598660
136;979597929
137;1079597199
138;1179596469
139;1379595011
140;1479594275
141;1579593541
142;1679592806
143;1779592073
144;1879591340
145;1979590610
146;2079589879
147;2179589149
148;2279588420
149;2379587692
150;2479586964
151;2579586238
152;2679585511
153;2779584783
154;2879584050
155;2979583317
156;3079582585
157;3179581853
158;3279581122
159;3379580391
160;3479579662
161;3579578934
162;3679578205
163;3779577476
164;3879576748
165;3979576020
166;4079575289
167;4179574553
168;4279573819
169;84605789
170;184605057
171;284604327
172;384603595
173;484602865
174;584602136
175;684601407
176;784600679
177;884599951
178;984599225
179;1084598499
180;1184597769
181;1284597034
182;1384596302
183;1484595570
184;1584594841
185;1684594110
186;1784593380
187;1884592650
188;1984591922
189;2084591193
190;2184590465
191;2284589740
192;2384589014
193;2484588289
194;2584587564
195;2684586838
196;2784586106
197;2884585375
198;2984584645
199;3084583917
200;3184583188
201;3284582459
202;3384581731
203;3484581003
204;3584580276
205;3684579550
206;3784578827
207;3884578102
208;3984577369
209;4084576638
210;4184575907
211;4284575176
212;89607150
213;189606420
214;289605690
215;389604963
216;489604236
217;589603509
218;689602784
219;789602059
220;889601335
221;989600614
222;1089599884
223;1189599155
224;1289598426
225;1389597698
226;1489596972
227;1589596245
228;1689595519
229;1789594794
230;1889594069
231;1989593344
232;2089592623
233;2189591900
234;2289591178
235;2389590456
236;2489589727
237;2589588998
238;2689588270
239;2789587542
240;2889586815
241;2989586088
242;3089585363
243;3189584639
244;3289583916
245;3389583194
246;3489582472
247;3589581751
248;3689581031
249;3789580302
250;3889579574
251;3989578847
252;4089578120
253;4189577393
254;4289576667
255;94608645
256;194607920
257;294607195
258;394606471
259;494605747
260;594605025
261;694604303
262;794603581
263;894602855
264;994602126
265;1094601398
266;1194600670
267;1294599944
268;1394599218
269;1494598492
270;1594597766
271;1694597040
272;1794596315
273;1894595591
274;1994594869
275;2094594141
276;2194593411
277;2294592681
278;2394591952
279;2494591223
280;2594590496
281;2694589769
282;2794589042
283;2894588315
284;2994587588
285;3094586862
286;3194586137
287;3294585411
288;3394584679
289;3494583946
290;3594583214
291;3694582484
292;3794581754
293;3894581024
294;3994580295
295;4094579565
296;4194578836
297;4294578107
298;99610084
299;199609357
300;299608634
301;399607910
302;499607180
303;599606449
304;699605720
305;799604992
306;899604264
307;999603538
308;1099602812
309;1199602088
310;1299601365
311;1399600644
312;1499599922
313;1599599200
314;1699598479
315;1799597754
316;1899597026
317;1999596301
318;2099595574
319;2199594848
320;2299594122
321;2399593397
322;2499592674
323;2599591950
324;2699591225
325;2799590501
326;2899589778
327;2999589054
328;3099588330
329;3199587597
330;3299586865
331;3399586134
332;3499585402
333;3599584671
334;3699583940
335;3799583210
336;3899582481
337;3999581751
338;4099581021
339;4199580292
340;4612267
341;104611538
342;204610810
343;304610078
344;404609343
345;504608609
346;604607878
347;704607146
348;804606415
349;904605683
350;1004604952
351;1104604222
352;1204603492
353;1304602763
354;1404602038
355;1504601305
356;1604600570
357;1704599837
358;1804599105
359;1904598375
360;2004597646
361;2104596916
362;2204596187
363;2304595459
364;2404594735
365;2504594007
366;2604593282
367;2704592557
368;2804591828
369;2904591097
370;3004590366
371;3104589634
372;3204588903
373;3304588174
374;3404587444
375;3504586716
376;3604585987
377;3704585259
378;3804584530
379;3904583803
380;4004583079
381;4104582347
382;4204581616
383;9613589
384;109612858
385;209612128
386;309611397
387;409610670
388;509609941
389;609609214
390;709608488
391;809607761
392;909607035
393;1009606306
394;1109605578
395;1209604848
396;1309604118
397;1409603388
398;1509602660
399;1609601935
400;1709601209
401;1809600483
402;1909599757
403;2009599031
404;2109598308
405;2209597579
406;2309596847
407;2409596116
408;2509595385
409;2609594656
410;2709593925
411;2809593195
412;2909592465
413;3009591735
414;3109591006
415;3209590280
416;3309589552
417;3409588826
418;3509588090
419;3609587355
420;3709586621
421;3809585888
422;3909585155
423;4009584421
424;4109583688
425;4209582956
426;14614928
427;114614196
428;214613465
429;314612735
430;414612007
431;514611277
432;614610546
433;714609810
434;814609074
435;914608339
436;1014607603
437;1114606871
438;1214606136
439;1314605402
440;1414604668
441;1514603936
442;1614603202
443;1714602469
444;1814601737
445;1914600997
446;2014600257
447;2114599518
448;2214598782
449;2314598043
450;2414597306
451;2514596570
452;2614595833
453;2714595097
454;2814594362
455;2914593626
456;3014592891
457;3114592156
458;3214591424
459;3314590685
460;3414589945
461;3514589206
462;3614588466
463;3714587727
464;3814586987
465;3914586250
466;4014585513
467;4114584775
468;4214584041
469;19616010
470;119615278
471;219614539
472;319613798
473;419613059
474;519612319
475;619611581
476;719610843
477;819610104
478;919609368
479;1019608631
480;1119607896
481;1219607160
482;1319606426
483;1419605691
484;1519604953
485;1619604211
486;1719603471
487;1819602731
488;1919601992
489;2019601252
490;2119600513
491;2219599775
492;2319599037
493;2419598300
494;2519597562
495;2619596827
496;2719596087
497;2819595343
498;2919594599
499;3019593855
500;3119593114
501;3219592371
502;3319591630
503;3419590888
504;3519590145
505;3619589406
506;3719588665
507;3819587924
508;3919587186
509;4019586446
510;4119585707
511;4219584963
512;24616922
513;124616180
514;224615437
515;324614696
516;424613955
517;524613219
518;624612481
519;724611746
520;824611009
521;924610271
522;1024609535
523;1124608796
524;1224608055
525;1324607313
526;1424606573
527;1524605832
528;1624605094
529;1724604354
530;1824603619
531;1924602881
532;2024602147
533;2124601411
534;2224600678
535;2324599939
536;2424599200
537;2524598459
538;2624597721
539;2724596982
540;2824596246
541;2924595509
542;3024594774
543;3124594038
544;3224593305
545;3324592570
546;3424591838
547;3524591104
548;3624590372
549;3724589638
550;3824588899
551;3924588158
552;4024587421
553;4124586683
554;4224585948
555;29617916
556;129617182
557;229616446
558;329615712
559;429614977
560;529614244
561;629613510
562;729612776
563;829612044
564;929611307
565;1029610571
566;1129609833
567;1229609096
