REFT;77;1050464743
GPST;78;1116939730
REFT;78;1150464014
GPST;79;1216939002
REFT;79;1250463286
GPST;80;1316938274
REFT;80;1350462558
GPST;81;1416937546
REFT;81;1450461831
GPST;82;1516936820
REFT;82;1550461103
GPST;83;1616936087
REFT;83;1650460369
GPST;84;1716935353
REFT;84;1750459635
GPST;85;1816934620
REFT;85;1850458901
GPST;86;1916933886
REFT;86;1950458168
GPST;87;2016933153
REFT;87;2050457436
GPST;88;2116932422
REFT;88;2150456704
GPST;89;2216931690
REFT;89;2250455972
GPST;90;2316930958
REFT;90;2350455241
GPST;91;2416930228
REFT;91;2450454510
GPST;92;2516929497
REFT;92;2550453779
GPST;93;2616928766
REFT;93;2650453050
GPST;94;2716928039
REFT;94;2750452321
GPST;95;2816927310
REFT;95;2850451593
GPST;96;2916926577
REFT;96;2950450858
GPST;97;3016925843
REFT;97;3050450124
GPST;98;3116925109
REFT;98;3150449390
GPST;99;3216924375
REFT;99;3250448657
GPST;100;3316923643
REFT;100;3350447924
GPST;101;3416922910
REFT;101;3450447191
GPST;102;3516922177
REFT;102;3550446459
GPST;103;3616921445
REFT;103;3650445729
GPST;104;3716920716
REFT;104;3750444999
GPST;105;3816919986
REFT;105;3850444270
GPST;106;3916919257
REFT;106;3950443542
GPST;107;4016918531
REFT;107;4050442815
GPST;108;4116917804
REFT;108;4150442088
GPST;109;4216917076
REFT;109;4250441361
GPST;110;21949050
REFT;110;55473331
GPST;111;121948315
REFT;111;155472597
GPST;112;221947580
REFT;112;255471863
GPST;113;321946848
REFT;113;355471130
GPST;114;421946115
REFT;114;455470398
GPST;115;521945382
REFT;115;555469665
GPST;116;621944649
REFT;116;655468932
GPST;117;721943918
REFT;117;755468201
GPST;118;821943186
REFT;118;855467470
GPST;119;921942455
REFT;119;955466740
GPST;120;1021941727
REFT;120;1055466011
GPST;121;1121940998
REFT;121;1155465282
GPST;122;1221940268
REFT;122;1255464553
GPST;123;1321939541
REFT;123;1355463825
GPST;124;1421938813
REFT;124;1455463096
GPST;125;1521938079
REFT;125;1555462362
GPST;126;1621937344
REFT;126;1655461628
GPST;127;1721936613
REFT;127;1755460895
GPST;128;1821935879
REFT;128;1855460162
GPST;129;1921935146
REFT;129;1955459430
GPST;130;2021934414
REFT;130;2055458699
GPST;131;2121933685
REFT;131;2155457968
GPST;132;2221932955
REFT;132;2255457239
GPST;133;2321932224
REFT;133;2355456510
GPST;134;2421931498
REFT;134;2455455782
GPST;135;2521930770
REFT;135;2555455055
GPST;136;2621930043
REFT;136;2655454330
GPST;137;2721929318
REFT;137;2755453604
GPST;138;2821928589
REFT;138;2855452872
GPST;139;2921927856
REFT;139;2955452140
GPST;140;3021927124
REFT;140;3055451408
GPST;141;3121926392
REFT;141;3155450677
GPST;142;3221925663
REFT;142;3255449947
GPST;143;3321924932
REFT;143;3355449217
GPST;144;3421924203
REFT;144;3455448489
GPST;145;3521923474
REFT;145;3555447761
GPST;146;3621922748
REFT;146;3655447034
GPST;147;3721922021
REFT;147;3755446308
GPST;148;3821921294
REFT;148;3855445581
GPST;149;3921920568
REFT;149;3955444857
GPST;150;4021919845
REFT;150;4055444132
GPST;151;4121919119
REFT;151;4155443403
GPST;152;4221918385
REFT;152;4255442671
GPST;153;26950360
REFT;153;60474644
GPST;154;126949629
REFT;154;160473914
GPST;155;226948898
REFT;155;260473184
GPST;156;326948168
REFT;156;360472455
GPST;157;426947441
REFT;157;460471727
GPST;158;526946712
REFT;158;560470999
GPST;159;626945985
REFT;159;660470273
GPST;160;726945258
REFT;160;760469547
GPST;161;826944534
REFT;161;860468822
GPST;162;926943809
REFT;162;960468097
GPST;163;1026943084
REFT;163;1060467374
GPST;164;1126942363
REFT;164;1160466651
GPST;165;1226941640
REFT;165;1260465929
GPST;166;1326940917
REFT;166;1360465207
GPST;167;1426940191
REFT;167;1460464477
GPST;168;1526939461
REFT;168;1560463748
GPST;169;1626938731
REFT;169;1660463019
GPST;170;1726938004
REFT;170;1760462291
GPST;171;1826937276
REFT;171;1860461564
GPST;172;1926936549
REFT;172;1960460837
GPST;173;2026935824
REFT;173;2060460112
GPST;174;2126935099
REFT;174;2160459388
GPST;175;2226934374
REFT;175;2260458663
GPST;176;2326933651
REFT;176;2360457939
GPST;177;2426932927
REFT;177;2460457217
GPST;178;2526932204
REFT;178;2560456495
GPST;179;2626931484
REFT;179;2660455773
GPST;180;2726930763
REFT;180;2760455053
GPST;181;2826930044
REFT;181;2860454334
GPST;182;2926929318
REFT;182;2960453606
GPST;183;3026928590
REFT;183;3060452879
GPST;184;3126927865
REFT;184;3160452153
GPST;185;3226927138
REFT;185;3260451427
GPST;186;3326926413
REFT;186;3360450702
GPST;187;3426925690
REFT;187;3460449978
GPST;188;3526924965
REFT;188;3560449255
GPST;189;3626924244
REFT;189;3660448533
GPST;190;3726923523
REFT;190;3760447813
GPST;191;3826922802
REFT;191;3860447093
GPST;192;3926922084
REFT;192;3960446374
GPST;193;4026921364
REFT;193;4060445654
GPST;194;4126920645
REFT;194;4160444933
GPST;195;4226919924
REFT;195;4260444214
GPST;196;31951910
REFT;196;65476198
GPST;197;131951185
REFT;197;165475472
GPST;198;231950458
REFT;198;265474746
GPST;199;331949733
REFT;199;365474020
GPST;200;431949008
REFT;200;465473295
GPST;201;531948284
REFT;201;565472571
GPST;202;631947559
REFT;202;665471847
GPST;203;731946836
REFT;203;765471125
GPST;204;831946116
REFT;204;865470403
GPST;205;931945394
REFT;205;965469682
GPST;206;1031944674
REFT;206;1065468961
GPST;207;1131943952
REFT;207;1165468240
GPST;208;1231943234
REFT;208;1265467522
GPST;209;1331942515
REFT;209;1365466801
GPST;210;1431941788
REFT;210;1465466075
GPST;211;1531941064
REFT;211;1565465350
GPST;212;1631940339
REFT;212;1665464625
GPST;213;1731939616
REFT;213;1765463902
GPST;214;1831938892
REFT;214;1865463179
GPST;215;1931938169
REFT;215;1965462457
GPST;216;2031937449
REFT;216;2065461736
GPST;217;2131936727
REFT;217;2165461015
GPST;218;2231936009
REFT;218;2265460296
GPST;219;2331935288
REFT;219;2365459575
GPST;220;2431934568
REFT;220;2465458856
GPST;221;2531933850
REFT;221;2565458137
GPST;222;2631933132
REFT;222;2665457420
GPST;223;2731932414
REFT;223;2765456703
GPST;224;2831931698
REFT;224;2865455983
GPST;225;2931930971
REFT;225;2965455257
GPST;226;3031930247
REFT;226;3065454532
GPST;227;3131929522
REFT;227;3165453808
GPST;228;3231928796
REFT;228;3265453083
GPST;229;3331928074
REFT;229;3365452359
GPST;230;3431927349
REFT;230;3465451636
GPST;231;3531926626
REFT;231;3565450913
GPST;232;3631925904
REFT;232;3665450193
GPST;233;3731925185
REFT;233;3765449473
GPST;234;3831924464
REFT;234;3865448753
GPST;235;3931923745
REFT;235;3965448033
GPST;236;4031923026
REFT;236;4065447315
GPST;237;4131922307
REFT;237;4165446597
GPST;238;4231921592
REFT;238;4265445881
GPST;239;36953577
REFT;239;70477864
GPST;240;136952852
REFT;240;170477141
GPST;241;236952131
REFT;241;270476418
GPST;242;336951408
REFT;242;370475697
GPST;243;436950687
REFT;243;470474977
GPST;244;536949968
REFT;244;570474257
GPST;245;636949248
REFT;245;670473538
GPST;246;736948528
REFT;246;770472819
GPST;247;836947812
REFT;247;870472101
GPST;248;936947093
REFT;248;970471383
GPST;249;1036946375
REFT;249;1070470666
GPST;250;1136945660
REFT;250;1170469950
GPST;251;1236944943
REFT;251;1270469235
GPST;252;1336944227
REFT;252;1370468516
GPST;253;1436943506
REFT;253;1470467795
GPST;254;1536942784
REFT;254;1570467073
GPST;255;1636942061
REFT;255;1670466352
GPST;256;1736941342
REFT;256;1770465631
GPST;257;1836940621
REFT;257;1870464911
GPST;258;1936939901
REFT;258;1970464193
GPST;259;2036939186
REFT;259;2070463477
GPST;260;2136938469
REFT;260;2170462761
GPST;261;2236937752
REFT;261;2270462044
GPST;262;2336937037
REFT;262;2370461329
GPST;263;2436936322
REFT;263;2470460616
GPST;264;2536935608
REFT;264;2570459902
GPST;265;2636934891
REFT;265;2670459182
GPST;266;2736934169
REFT;266;2770458460
GPST;267;2836933447
REFT;267;2870457739
GPST;268;2936932729
REFT;268;2970457020
GPST;269;3036932009
REFT;269;3070456301
GPST;270;3136931289
REFT;270;3170455583
GPST;271;3236930573
REFT;271;3270454865
GPST;272;3336929854
REFT;272;3370454148
GPST;273;3436929136
REFT;273;3470453431
GPST;274;3536928420
REFT;274;3570452714
GPST;275;3636927703
REFT;275;3670451998
GPST;276;3736926987
REFT;276;3770451282
GPST;277;3836926273
REFT;277;3870450567
GPST;278;3936925558
REFT;278;3970449851
GPST;279;4036924838
REFT;279;4070449131
GPST;280;4136924117
REFT;280;4170448410
GPST;281;4236923396
REFT;281;4270447690
GPST;282;41955381
REFT;282;75479674
GPST;283;141954660
REFT;283;175478954
GPST;284;241953942
REFT;284;275478235
GPST;285;341953223
REFT;285;375477516
GPST;286;441952504
REFT;286;475476799
GPST;287;541951788
REFT;287;575476082
GPST;288;641951071
REFT;288;675475366
GPST;289;741950356
REFT;289;775474650
GPST;290;841949640
REFT;290;875473934
GPST;291;941948924
REFT;291;975473220
GPST;292;1041948211
REFT;292;1075472507
GPST;293;1141947495
REFT;293;1175471788
GPST;294;1241946776
REFT;294;1275471068
GPST;295;1341946055
REFT;295;1375470349
GPST;296;1441945337
REFT;296;1475469630
GPST;297;1541944618
REFT;297;1575468912
GPST;298;1641943901
REFT;298;1675468194
GPST;299;1741943182
REFT;299;1775467476
GPST;300;1841942464
REFT;300;1875466758
GPST;301;1941941747
REFT;301;1975466041
GPST;302;2041941030
REFT;302;2075465324
GPST;303;2141940315
REFT;303;2175464608
GPST;304;2241939598
REFT;304;2275463893
GPST;305;2341938885
REFT;305;2375463179
GPST;306;2441938168
REFT;306;2475462460
GPST;307;2541937448
REFT;307;2575461739
GPST;308;2641936726
REFT;308;2675461018
GPST;309;2741936007
REFT;309;2775460298
GPST;310;2841935285
REFT;310;2875459578
GPST;311;2941934567
REFT;311;2975458858
GPST;312;3041933848
REFT;312;3075458140
GPST;313;3141933131
REFT;313;3175457423
GPST;314;3241932414
REFT;314;3275456707
GPST;315;3341931699
REFT;315;3375455991
GPST;316;3441930982
REFT;316;3475455275
GPST;317;3541930265
REFT;317;3575454559
GPST;318;3641929551
REFT;318;3675453844
GPST;319;3741928835
REFT;319;3775453128
GPST;320;3841928121
REFT;320;3875452414
GPST;321;3941927402
REFT;321;3975451693
GPST;322;4041926682
REFT;322;4075450972
GPST;323;4141925961
REFT;323;4175450253
GPST;324;4241925240
REFT;324;4275449533
GPST;325;46957226
REFT;325;80481518
GPST;326;146956507
REFT;326;180480800
GPST;327;246955790
REFT;327;280480082
GPST;328;346955072
REFT;328;380479365
GPST;329;446954356
REFT;329;480478648
GPST;330;546953639
REFT;330;580477932
GPST;331;646952924
REFT;331;680477216
GPST;332;746952207
REFT;332;780476501
GPST;333;846951492
REFT;333;880475786
GPST;334;946950775
REFT;334;980475066
GPST;335;1046950053
REFT;335;1080474345
GPST;336;1146949333
REFT;336;1180473625
GPST;337;1246948612
REFT;337;1280472905
GPST;338;1346947894
REFT;338;1380472185
GPST;339;1446947174
REFT;339;1480471467
GPST;340;1546946455
REFT;340;1580470749
GPST;341;1646945739
REFT;341;1680470031
GPST;342;1746945021
REFT;342;1780469315
GPST;343;1846944306
REFT;343;1880468598
GPST;344;1946943589
REFT;344;1980467883
GPST;345;2046942873
REFT;345;2080467167
GPST;346;2146942159
REFT;346;2180466452
GPST;347;2246941443
REFT;347;2280465735
GPST;348;2346940723
REFT;348;2380465014
GPST;349;2446940001
REFT;349;2480464294
GPST;350;2546939283
REFT;350;2580463575
GPST;351;2646938562
REFT;351;2680462855
GPST;352;2746937844
REFT;352;2780462136
GPST;353;2846937125
REFT;353;2880461418
GPST;354;2946936408
REFT;354;2980460700
GPST;355;3046935689
REFT;355;3080459983
GPST;356;3146934974
REFT;356;3180459267
GPST;357;3246934257
REFT;357;3280458551
GPST;358;3346933543
REFT;358;3380457836
GPST;359;3446932827
REFT;359;3480457121
GPST;360;3546932112
REFT;360;3580456406
GPST;361;3646931393
REFT;361;3680455685
GPST;362;3746930672
REFT;362;3780454964
GPST;363;3846929952
REFT;363;3880454244
GPST;364;3946929231
REFT;364;3980453524
GPST;365;4046928513
REFT;365;4080452805
GPST;366;4146927793
REFT;366;4180452086
GPST;367;4246927075
REFT;367;4280451367
GPST;368;51959060
REFT;368;85483353
GPST;369;151958343
REFT;369;185482635
GPST;370;251957624
REFT;370;285481918
GPST;371;351956909
REFT;371;385481202
GPST;372;451956194
REFT;372;485480485
GPST;373;551955477
REFT;373;585479770
GPST;374;651954760
REFT;374;685479049
GPST;375;751954036
REFT;375;785478327
GPST;376;851953316
REFT;376;885477605
GPST;377;951952593
REFT;377;985476884
GPST;378;1051951873
REFT;378;1085476163
GPST;379;1151951153
REFT;379;1185475443
GPST;380;1251950433
REFT;380;1285474724
GPST;381;1351949715
REFT;381;1385474005
GPST;382;1451948995
REFT;382;1485473285
GPST;383;1551948276
REFT;383;1585472566
GPST;384;1651947557
REFT;384;1685471848
GPST;385;1751946840
REFT;385;1785471130
GPST;386;1851946121
REFT;386;1885470412
GPST;387;1951945405
REFT;387;1985469694
GPST;388;2051944684
REFT;388;2085468972
GPST;389;2151943961
REFT;389;2185468249
GPST;390;2251943237
REFT;390;2285467526
GPST;391;2351942514
REFT;391;2385466803
GPST;392;2451941792
REFT;392;2485466081
GPST;393;2551941071
REFT;393;2585465360
GPST;394;2651940349
REFT;394;2685464639
GPST;395;2751939630
REFT;395;2785463919
GPST;396;2851938909
REFT;396;2885463199
GPST;397;2951938190
REFT;397;2985462480
GPST;398;3051937470
REFT;398;3085461761
GPST;399;3151936752
REFT;399;3185461042
GPST;400;3251936033
REFT;400;3285460324
GPST;401;3351935316
REFT;401;3385459606
GPST;402;3451934593
REFT;402;3485458882
GPST;403;3551933870
REFT;403;3585458158
GPST;404;3651933145
REFT;404;3685457434
GPST;405;3751932422
REFT;405;3785456710
GPST;406;3851931698
REFT;406;3885455987
GPST;407;3951930976
REFT;407;3985455264
GPST;408;4051930252
REFT;408;4085454542
GPST;409;4151929533
REFT;409;4185453822
GPST;410;4251928811
REFT;410;4285453101
GPST;411;56960795
REFT;411;90485084
GPST;412;156960073
REFT;412;190484363
GPST;413;256959354
REFT;413;290483643
GPST;414;356958633
REFT;414;390482924
GPST;415;456957911
REFT;415;490482199
GPST;416;556957186
REFT;416;590481475
GPST;417;656956463
REFT;417;690480751
GPST;418;756955740
REFT;418;790480027
GPST;419;856955015
REFT;419;890479303
GPST;420;956954292
REFT;420;990478580
GPST;421;1056953569
REFT;421;1090477857
GPST;422;1156952848
REFT;422;1190477136
GPST;423;1256952126
REFT;423;1290476415
GPST;424;1356951405
REFT;424;1390475694
GPST;425;1456950684
REFT;425;1490474973
GPST;426;1556949964
REFT;426;1590474253
GPST;427;1656949243
REFT;427;1690473532
GPST;428;1756948520
REFT;428;1790472807
GPST;429;1856947794
REFT;429;1890472082
GPST;430;1956947069
REFT;430;1990471356
GPST;431;2056946343
REFT;431;2090470632
GPST;432;2156945620
REFT;432;2190469907
GPST;433;2256944896
REFT;433;2290469184
GPST;434;2356944174
REFT;434;2390468462
GPST;435;2456943451
REFT;435;2490467739
GPST;436;2556942730
REFT;436;2590467018
GPST;437;2656942008
REFT;437;2690466297
GPST;438;2756941288
REFT;438;2790465576
GPST;439;2856940567
REFT;439;2890464856
GPST;440;2956939848
REFT;440;2990464136
GPST;441;3056939121
REFT;441;3090463407
GPST;442;3156938394
REFT;442;3190462680
GPST;443;3256937665
REFT;443;3290461952
GPST;444;3356936939
REFT;444;3390461226
GPST;445;3456936212
REFT;445;3490460500
GPST;446;3556935487
REFT;446;3590459773
GPST;447;3656934760
REFT;447;3690459048
GPST;448;3756934036
REFT;448;3790458323
GPST;449;3856933310
REFT;449;3890457598
GPST;450;3956932587
REFT;450;3990456875
GPST;451;4056931864
REFT;451;4090456151
GPST;452;4156931140
REFT;452;4190455428
GPST;453;4256930418
REFT;453;4290454705
GPST;454;61962399
REFT;454;95486687
GPST;455;161961678
REFT;455;195485966
GPST;456;261960952
REFT;456;295485238
GPST;457;361960225
REFT;457;395484510
GPST;458;461959497
REFT;458;495483783
GPST;459;561958771
REFT;459;595483056
GPST;460;661958045
REFT;460;695482330
GPST;461;761957319
REFT;461;795481605
GPST;462;861956594
REFT;462;895480880
GPST;463;961955868
REFT;463;995480155
GPST;464;1061955145
REFT;464;1095479430
GPST;465;1161954422
REFT;465;1195478707
GPST;466;1261953697
REFT;466;1295477984
GPST;467;1361952975
REFT;467;1395477261
GPST;468;1461952251
REFT;468;1495476538
GPST;469;1561951526
REFT;469;1595475809
GPST;470;1661950798
REFT;470;1695475081
GPST;471;1761950068
REFT;471;1795474352
GPST;472;1861949341
REFT;472;1895473624
GPST;473;1961948612
REFT;473;1995472897
GPST;474;2061947887
REFT;474;2095472171
GPST;475;2161947163
REFT;475;2195471447
GPST;476;2261946438
REFT;476;2295470722
GPST;477;2361945714
REFT;477;2395469998
GPST;478;2461944989
REFT;478;2495469273
GPST;479;2561944266
REFT;479;2595468550
GPST;480;2661943545
REFT;480;2695467828
GPST;481;2761942822
REFT;481;2795467107
GPST;482;2861942097
REFT;482;2895466378
GPST;483;2961941367
REFT;483;2995465649
GPST;484;3061940638
REFT;484;3095464920
GPST;485;3161939908
REFT;485;3195464191
GPST;486;3261939180
REFT;486;3295463462
GPST;487;3361938453
REFT;487;3395462735
GPST;488;3461937725
REFT;488;3495462008
GPST;489;3561936999
REFT;489;3595461281
GPST;490;3661936271
REFT;490;3695460554
GPST;491;3761935545
REFT;491;3795459828
GPST;492;3861934819
REFT;492;3895459102
GPST;493;3961934094
REFT;493;3995458377
GPST;494;4061933368
REFT;494;4095457652
GPST;495;4161932644
REFT;495;4195456924
GPST;496;4261931911
REFT;496;488897
GPST;497;66963886
REFT;497;100488167
GPST;498;166963154
REFT;498;200487436
GPST;499;266962425
REFT;499;300486706
GPST;500;366961696
REFT;500;400485977
GPST;501;466960966
REFT;501;500485249
GPST;502;566960239
REFT;502;600484521
GPST;503;666959511
REFT;503;700483794
GPST;504;766958785
REFT;504;800483067
GPST;505;866958057
REFT;505;900482341
GPST;506;966957333
REFT;506;1000481616
GPST;507;1066956606
REFT;507;1100480890
GPST;508;1166955882
REFT;508;1200480165
GPST;509;1266955152
REFT;509;1300479435
GPST;510;1366954423
REFT;510;1400478704
GPST;511;1466953691
REFT;511;1500477974
GPST;512;1566952962
REFT;512;1600477244
GPST;513;1666952232
REFT;513;1700476516
GPST;514;1766951505
REFT;514;1800475788
GPST;515;1866950776
REFT;515;1900475060
GPST;516;1966950050
REFT;516;2000474334
GPST;517;2066949322
REFT;517;2100473607
GPST;518;2166948597
REFT;518;2200472881
GPST;519;2266947872
REFT;519;2300472155
GPST;520;2366947145
REFT;520;2400471430
GPST;521;2466946422
REFT;521;2500470706
GPST;522;2566945692
REFT;522;2600469975
GPST;523;2666944962
REFT;523;2700469244
GPST;524;2766944230
REFT;524;2800468514
GPST;525;2866943502
REFT;525;2900467785
GPST;526;2966942772
REFT;526;3000467056
GPST;527;3066942044
REFT;527;3100466328
GPST;528;3166941315
REFT;528;3200465600
GPST;529;3266940589
REFT;529;3300464873
GPST;530;3366939860
REFT;530;3400464145
GPST;531;3466939134
REFT;531;3500463419
GPST;532;3566938409
REFT;532;3600462693
GPST;533;3666937682
REFT;533;3700461968
GPST;534;3766936959
REFT;534;3800461243
GPST;535;3866936227
REFT;535;3900460511
GPST;536;3966935497
REFT;536;4000459780
GPST;537;4066934765
REFT;537;4100459049
GPST;538;4166934035
REFT;538;4200458319
GPST;539;4266933307
REFT;539;5490295
GPST;540;71965282
REFT;540;105489567
GPST;541;171964554
REFT;541;205488838
GPST;542;271963825
REFT;542;305488111
GPST;543;371963098
REFT;543;405487383
GPST;544;471962371
REFT;544;505486655
GPST;545;571961643
REFT;545;605485929
GPST;546;671960919
REFT;546;705485204
GPST;547;771960190
REFT;547;805484473
GPST;548;871959457
REFT;548;905483740
GPST;549;971958726
REFT;549;1005483008
GPST;550;1071957993
REFT;550;1105482277
GPST;551;1171957262
REFT;551;1205481545
GPST;552;1271956530
REFT;552;1305480814
GPST;553;1371955800
REFT;553;1405480083
GPST;554;1471955068
REFT;554;1505479354
GPST;555;1571954340
REFT;555;1605478625
GPST;556;1671953612
REFT;556;1705477897
GPST;557;1771952885
REFT;557;1805477171
GPST;558;1871952159
REFT;558;1905476445
GPST;559;1971951432
REFT;559;2005475719
GPST;560;2071950708
REFT;560;2105474995
GPST;561;2171949985
REFT;561;2205474270
GPST;562;2271949258
REFT;562;2305473542
GPST;563;2371948527
REFT;563;2405472811
GPST;564;2471947795
REFT;564;2505472081
GPST;565;2571947066
REFT;565;2605471351
GPST;566;2671946335
REFT;566;2705470621
GPST;567;2771945606
REFT;567;2805469892
GPST;568;2871944877
REFT;568;2905469164
GPST;569;2971944149
REFT;569;3005468435
GPST;570;3071943420
REFT;570;3105467708
GPST;571;3171942693
REFT;571;3205466980
GPST;572;3271941965
REFT;572;3305466253
GPST;573;3371941239
REFT;573;3405465527
GPST;574;3471940515
REFT;574;3505464802
GPST;575;3571939788
REFT;575;3605464077
GPST;576;3671939059
REFT;576;3705463344
GPST;577;3771938326
REFT;577;3805462613
GPST;578;3871937596
REFT;578;3905461882
GPST;579;3971936864
REFT;579;4005461152
GPST;580;4071936136
REFT;580;4105460423
GPST;581;4171935408
REFT;581;4205459694
GPST;582;4271934678
REFT;582;10491670
GPST;583;76966655
REFT;583;110490942
GPST;584;176965927
REFT;584;210490215
GPST;585;276965201
REFT;585;310489488
GPST;586;376964475
REFT;586;410488761
GPST;587;476963747
REFT;587;510488036
GPST;588;576963023
REFT;588;610487311
GPST;589;676962295
REFT;589;710486579
GPST;590;776961563
REFT;590;810485849
GPST;591;876960834
REFT;591;910485120
GPST;592;976960103
REFT;592;1010484390
GPST;593;1076959376
REFT;593;1110483663
GPST;594;1176958650
REFT;594;1210482935
GPST;595;1276957921
REFT;595;1310482208
GPST;596;1376957194
REFT;596;1410481480
GPST;597;1476956466
REFT;597;1510480753
GPST;598;1576955740
REFT;598;1610480027
GPST;599;1676955013
REFT;599;1710479301
GPST;600;1776954289
REFT;600;1810478577
GPST;601;1876953564
REFT;601;1910477848
GPST;602;1976952831
REFT;602;2010477117
GPST;603;2076952100
REFT;603;2110476385
GPST;604;2176951371
REFT;604;2210475655
GPST;605;2276950639
REFT;605;2310474925
GPST;606;2376949910
REFT;606;2410474195
GPST;607;2476949180
REFT;607;2510473467
GPST;608;2576948453
REFT;608;2610472738
GPST;609;2676947726
REFT;609;2710472011
GPST;610;2776946997
REFT;610;2810471283
GPST;611;2876946270
REFT;611;2910470556
GPST;612;2976945542
REFT;612;3010469829
GPST;613;3076944816
REFT;613;3110469103
GPST;614;3176944090
REFT;614;3210468377
GPST;615;3276943365
REFT;615;3310467652
GPST;616;3376942634
REFT;616;3410466920
GPST;617;3476941903
REFT;617;3510466187
GPST;618;3576941170
REFT;618;3610465456
GPST;619;3676940439
REFT;619;3710464725
GPST;620;3776939708
REFT;620;3810463995
GPST;621;3876938979
REFT;621;3910463266
GPST;622;3976938251
REFT;622;4010462537
GPST;623;4076937520
REFT;623;4110461807
GPST;624;4176936792
REFT;624;4210461078
GPST;625;4276936062
REFT;625;15493053
GPST;626;81968038
REFT;626;115492325
GPST;627;181967310
REFT;627;215491599
GPST;628;281966584
REFT;628;315490872
GPST;629;381965856
REFT;629;415490145
GPST;630;481965131
REFT;630;515489419
GPST;631;581964400
REFT;631;615488686
GPST;632;681963667
REFT;632;715487953
GPST;633;781962933
REFT;633;815487221
GPST;634;881962203
REFT;634;915486490
GPST;635;981961472
REFT;635;1015485761
GPST;636;1081960744
REFT;636;1115485032
GPST;637;1181960015
REFT;637;1215484304
GPST;638;1281959289
REFT;638;1315483578
GPST;639;1381958560
REFT;639;1415482850
GPST;640;1481957834
REFT;640;1515482124
GPST;641;1581957106
REFT;641;1615481397
GPST;642;1681956381
REFT;642;1715480671
GPST;643;1781955654
REFT;643;1815479946
GPST;644;1881954930
REFT;644;1915479221
GPST;645;1981954202
REFT;645;2015478491
GPST;646;2081953471
